"booking_id","customer_segment","service_type","customer_age","city","payment_method","booking_channel","distance_km_clean","estimated_duration_min","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition","basket_value_vnd"
"GB2025001720","Family","GrabFood",19,"Hanoi","Cash","Mobile App",3.12,49.5,"Evening","Weekday","FOOD20",15000,"Medium","Clear",353000
"GB2025001727","Tourist","GrabFood",47,"Ho Chi Minh City","Cash","Mobile App",1.26,6,"Early Morning","Weekday","None",0,"Low","Clear",52000
"GB2025001730","Frequent User","GrabFood",29,"Ho Chi Minh City","Card","Mobile App",2.34,11.6,"Afternoon","Weekday","None",0,"Medium","Clear",314000
"GB2025001742","Frequent User","GrabFood",52,"Hanoi","Cash","Mobile App",4.68,29.9,"Lunch","Weekday","None",0,"High","Cloudy",94000
"GB2025001754","Corporate","GrabFood",39,"Ho Chi Minh City","Cash","Mobile App",1.84,7.8,"Evening","Weekday","WEEKEND",2000,"Low","Cloudy",47000
"GB2025001756","Student","GrabFood",28,"Ho Chi Minh City","Card","Mobile App",4.48,22.9,"Early Morning","Weekday","WELCOME",6000,"High","Clear",318000
"GB2025001765","Working Professional","GrabFood",46,"Da Nang","Cash","Mobile App",1.38,6.2,"Early Morning","Weekday","None",0,"High","Clear",73000
"GB2025001771","Working Professional","GrabFood",19,"Hai Phong","Cash","Mobile App",3.12,25.6,"Night","Weekend","None",0,"High","Clear",89000
"GB2025001774","Corporate","GrabFood",22,"Ho Chi Minh City","Card","Mobile App",3.99,17.2,"Morning","Weekday","WEEKEND",2000,"High","Cloudy",218000
"GB2025001780","Corporate","GrabFood",26,"Ho Chi Minh City","Moca Wallet","Mobile App",2.26,6,"Early Morning","Weekday","None",0,"Medium","Clear",328000
"GB2025001790","Family","GrabFood",25,"Nha Trang","Cash","Mobile App",2.46,9.2,"Night","Weekend","None",0,"High","Rain",280000
"GB2025001793","Frequent User","GrabFood",19,"Ho Chi Minh City","Cash","Mobile App",2.69,11.4,"Early Morning","Weekday","None",0,"Medium","Cloudy",386000
"GB2025001798","Working Professional","GrabFood",40,"Can Tho","Card","Mobile App",3.65,23.4,"Evening","Weekday","None",0,"Severe","Clear",371000
"GB2025001799","Tourist","GrabMart",47,"Nha Trang","Corporate Account","Mobile App",5.26,32.6,"Evening","Weekday","WEEKEND",11000,"High","Cloudy",186000
"GB2025001801","Frequent User","GrabMart",55,"Hue","Card","Mobile App",2.53,13.3,"Evening","Weekday","None",0,"High","Clear",208000
"GB2025001802","Tourist","GrabFood",20,"Hue","Card","Partner App",14.02,35.8,"Evening","Weekday","None",0,"Low","Clear",437000
"GB2025001807","Corporate","GrabMart",53,"Ho Chi Minh City","Card","Mobile App",2.75,10.2,"Morning","Weekend","WELCOME",4000,"High","Cloudy",385000
"GB2025001809","Family","GrabFood",37,"Nha Trang","Card","Mobile App",3.12,7.7,"Early Morning","Weekend","None",0,"Medium","Cloudy",151000
"GB2025001810","Student","GrabFood",62,"Hanoi","Moca Wallet","Mobile App",4.02,19.4,"Morning","Weekday","WELCOME",8000,"Medium","Cloudy",397000
"GB2025001813","Student","GrabFood",30,"Hai Phong","Cash","Mobile App",5.13,30.3,"Early Morning","Weekday","FOOD20",7000,"High","Rain",59000
"GB2025001816","Corporate","GrabFood",30,"Ho Chi Minh City","Moca Wallet","Mobile App",1.42,7.8,"Afternoon","Weekday","None",0,"High","Cloudy",3e+05
"GB2025001820","Working Professional","GrabFood",49,"Ho Chi Minh City","Moca Wallet","Mobile App",0.73,3.6,"Evening","Weekday","None",0,"High","Clear",372000
"GB2025001823","Student","GrabFood",44,"Hanoi","Moca Wallet","Mobile App",0.67,4,"Afternoon","Weekend","RIDE10",3000,"High","Clear",423000
"GB2025001829","Working Professional","GrabFood",39,"Ho Chi Minh City","Card","Web Booking",2.25,7.2,"Night","Weekend","RIDE10",5000,"Medium","Clear",243000
"GB2025001836","Working Professional","GrabMart",29,"Ho Chi Minh City","Card","Mobile App",5.09,20.1,"Early Morning","Weekday","WELCOME",2000,"High","Clear",210000
"GB2025001845","Family","GrabFood",27,"Hanoi","Corporate Account","Mobile App",1.65,5,"Lunch","Weekday","None",0,"High","Cloudy",417000
"GB2025001857","Frequent User","GrabFood",43,"Ho Chi Minh City","Cash","Mobile App",2.37,11.9,"Evening","Weekday","WELCOME",2000,"Medium","Clear",110000
"GB2025001867","Frequent User","GrabFood",52,"Hanoi","Corporate Account","Mobile App",2.31,10.8,"Early Morning","Weekday","WELCOME",3000,"Low","Clear",154000
"GB2025001872","Student","GrabFood",32,"Ho Chi Minh City","Card","Mobile App",3.97,19.8,"Morning","Weekday","None",0,"Medium","Rain",433000
"GB2025001874","Working Professional","GrabMart",23,"Da Nang","Card","Mobile App",3.12,13.4,"Evening","Weekday","None",0,"Medium","Rain",99000
"GB2025001876","Corporate","GrabFood",49,"Da Nang","Moca Wallet","Mobile App",3.18,14.5,"Early Morning","Weekend","None",0,"Medium","Clear",158000
"GB2025001880","Family","GrabFood",23,"Hanoi","Cash","Mobile App",1.88,6.7,"Early Morning","Weekday","MART15",1000,"Medium","Clear",243000
"GB2025001882","Frequent User","GrabFood",55,"Bien Hoa","Moca Wallet","Mobile App",2.35,11,"Night","Weekday","None",0,"Medium","Clear",75000
"GB2025001885","Tourist","GrabMart",43,"Hai Phong","Cash","Mobile App",2.02,9.6,"Morning","Weekday","None",0,"Medium","Cloudy",276000
"GB2025001892","Frequent User","GrabMart",52,"Da Nang","Moca Wallet","Mobile App",3.19,20,"Lunch","Weekday","None",0,"Severe","Rain",363000
"GB2025001894","Corporate","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",4.83,17.6,"Lunch","Weekday","None",0,"Medium","Cloudy",277000
"GB2025001895","Student","GrabFood",60,"Hai Phong","Cash","Partner App",1.45,7.6,"Early Morning","Weekday","None",0,"High","Rain",139000
"GB2025001897","Tourist","GrabFood",61,"Hanoi","Cash","Mobile App",6.84,22.5,"Evening","Weekday","FOOD20",10000,"Medium","Cloudy",291000
"GB2025001904","Tourist","GrabMart",54,"Hanoi","Card","Mobile App",7.66,27.9,"Evening","Weekday","WEEKEND",5000,"Low","Clear",185000
"GB2025001918","Tourist","GrabFood",41,"Hanoi","Card","Mobile App",3.5,20.3,"Afternoon","Weekday","RIDE10",4000,"High","Clear",267000
"GB2025001942","Family","GrabMart",60,"Ho Chi Minh City","Cash","Partner App",4.65,17.1,"Afternoon","Weekend","None",0,"Low","Clear",137000
"GB2025001944","Family","GrabMart",26,"Da Nang","Card","Mobile App",2.75,6.7,"Morning","Weekday","None",0,"Low","Clear",171000
"GB2025001945","Working Professional","GrabMart",48,"Ho Chi Minh City","Cash","Mobile App",2,6,"Early Morning","Weekday","None",0,"Low","Clear",365000
"GB2025001947","Student","GrabMart",24,"Ho Chi Minh City","Cash","Mobile App",3.79,14.7,"Morning","Weekday","WELCOME",6000,"High","Cloudy",113000
"GB2025001952","Tourist","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",6.34,43.7,"Evening","Weekday","None",0,"Severe","Clear",341000
"GB2025001956","Frequent User","GrabMart",56,"Hanoi","Cash","Mobile App",8.19,26.8,"Afternoon","Weekday","None",0,"Low","Rain",297000
"GB2025001963","Working Professional","GrabFood",60,"Nha Trang","Moca Wallet","Mobile App",3.24,10.7,"Early Morning","Weekday","None",0,"Medium","Cloudy",125000
"GB2025001967","Tourist","GrabFood",42,"Hanoi","Cash","Mobile App",6.15,23,"Early Morning","Weekday","None",0,"Low","Clear",68000
"GB2025001969","Corporate","GrabFood",54,"Da Nang","Moca Wallet","Mobile App",3.67,9.5,"Morning","Weekday","None",0,"Low","Clear",292000
"GB2025001973","Working Professional","GrabFood",47,"Hanoi","Moca Wallet","Mobile App",3.43,13,"Morning","Weekday","FOOD20",4000,"Low","Clear",94000
"GB2025001974","Frequent User","GrabFood",55,"Da Nang","Moca Wallet","Mobile App",4.47,27.4,"Afternoon","Weekend","None",0,"High","Unknown",71000
"GB2025001980","Family","GrabFood",51,"Da Nang","Cash","Mobile App",1.54,9.1,"Afternoon","Weekend","None",0,"High","Clear",70000
"GB2025001982","Family","GrabFood",52,"Da Nang","Cash","Mobile App",3.78,16.4,"Lunch","Weekend","WELCOME",4000,"Medium","Rain",346000
"GB2025001990","Student","GrabFood",61,"Da Nang","Card","Mobile App",1.63,5.3,"Morning","Weekday","None",0,"Low","Clear",401000
"GB2025001993","Student","GrabMart",49,"Da Nang","Card","Mobile App",2.66,14,"Morning","Weekday","LOYALTY",4000,"High","Cloudy",169000
"GB2025001994","Student","GrabFood",37,"Hanoi","Cash","Mobile App",2.39,10.7,"Early Morning","Weekend","WELCOME",2000,"Low","Clear",392000
"GB2025001999","Corporate","GrabMart",51,"Ho Chi Minh City","Cash","Mobile App",6.8,27.2,"Evening","Weekend","None",0,"High","Rain",347000
"GB2025002013","Frequent User","GrabFood",56,"Can Tho","Card","Mobile App",3.12,2.4,"Lunch","Weekday","None",0,"Low","Cloudy",417000
"GB2025002019","Student","GrabFood",40,"Bien Hoa","Card","Mobile App",2.95,14.3,"Evening","Weekend","None",0,"Medium","Clear",426000
"GB2025002040","Family","GrabFood",54,"Ho Chi Minh City","Cash","Mobile App",3.15,8.5,"Afternoon","Weekday","None",0,"Medium","Rain",389000
"GB2025002047","Family","GrabFood",27,"Bien Hoa","Cash","Web Booking",2.17,15.5,"Evening","Weekday","LOYALTY",4000,"Severe","Clear",122000
"GB2025002051","Tourist","GrabMart",46,"Hanoi","Cash","Mobile App",2.56,12,"Evening","Weekend","None",0,"Medium","Cloudy",350000
"GB2025002054","Family","GrabFood",22,"Ho Chi Minh City","Moca Wallet","Mobile App",3.7,22,"Evening","Weekend","LOYALTY",6000,"High","Unknown",417000
"GB2025002055","Family","GrabFood",48,"Ho Chi Minh City","Cash","Mobile App",3.86,20.9,"Night","Weekday","None",0,"Medium","Cloudy",113000
"GB2025002056","Student","GrabMart",61,"Hanoi","Card","Mobile App",0.71,2.8,"Evening","Weekend","None",0,"Severe","Cloudy",399000
"GB2025002059","Family","GrabFood",55,"Nha Trang","Card","Mobile App",0.8,2.1,"Afternoon","Weekend","None",0,"Low","Heavy Rain",420000
"GB2025002063","Family","GrabFood",49,"Hanoi","Cash","Mobile App",1.96,8.7,"Morning","Weekend","None",0,"Severe","Clear",419000
"GB2025002065","Family","GrabFood",33,"Ho Chi Minh City","Corporate Account","Mobile App",2.2,7.2,"Night","Weekday","None",0,"High","Cloudy",350000
"GB2025002068","Student","GrabFood",50,"Da Nang","Card","Mobile App",1.08,6.1,"Morning","Weekend","None",0,"High","Cloudy",220000
"GB2025002077","Tourist","GrabFood",38,"Ho Chi Minh City","Corporate Account","Mobile App",0.85,2.4,"Evening","Weekday","RIDE10",1000,"Low","Clear",295000
"GB2025002085","Frequent User","GrabMart",46,"Ho Chi Minh City","Card","Mobile App",4.56,12.3,"Early Morning","Weekend","None",0,"Low","Clear",316000
"GB2025002090","Student","GrabFood",49,"Ho Chi Minh City","Cash","Mobile App",3.47,14.2,"Morning","Weekday","None",0,"High","Rain",63000
"GB2025002093","Corporate","GrabMart",45,"Bien Hoa","Cash","Mobile App",12.05,31.9,"Lunch","Weekday","WEEKEND",12000,"Low","Clear",229000
"GB2025002109","Tourist","GrabFood",47,"Ho Chi Minh City","Cash","Mobile App",5.23,21.2,"Early Morning","Weekend","WEEKEND",4000,"Medium","Rain",397000
"GB2025002112","Student","GrabFood",48,"Ho Chi Minh City","Card","Mobile App",3.06,13.1,"Morning","Weekday","None",0,"High","Clear",351000
"GB2025002115","Frequent User","GrabMart",51,"Da Nang","Cash","Mobile App",1.42,7.5,"Night","Weekday","MART15",4000,"Medium","Clear",160000
"GB2025002118","Frequent User","GrabFood",25,"Ho Chi Minh City","Cash","Mobile App",3.04,14.1,"Evening","Weekday","WEEKEND",5000,"Medium","Clear",182000
"GB2025002120","Corporate","GrabFood",39,"Nha Trang","Moca Wallet","Mobile App",12.58,48,"Morning","Weekday","None",0,"Medium","Clear",344000
"GB2025002122","Working Professional","GrabMart",62,"Ho Chi Minh City","Moca Wallet","Mobile App",1.48,4.9,"Morning","Weekday","None",0,"Medium","Cloudy",228000
"GB2025002134","Tourist","GrabFood",32,"Hanoi","Cash","Mobile App",4.65,23.6,"Early Morning","Weekday","None",0,"Medium","Rain",339000
"GB2025002136","Working Professional","GrabMart",19,"Can Tho","Card","Partner App",2.28,8,"Morning","Weekday","WEEKEND",5000,"Medium","Clear",65000
"GB2025002142","Working Professional","GrabMart",52,"Hanoi","Card","Mobile App",5.8,17.9,"Morning","Weekday","RIDE10",5000,"Medium","Clear",262000
"GB2025002143","Family","GrabFood",45,"Ho Chi Minh City","Cash","Partner App",3.23,14.5,"Early Morning","Weekday","None",0,"High","Clear",402000
"GB2025002155","Family","GrabFood",38,"Bien Hoa","Cash","Mobile App",1.14,7.2,"Morning","Weekday","WEEKEND",1000,"High","Clear",275000
"GB2025002156","Family","GrabMart",48,"Da Nang","Cash","Mobile App",9.96,49.1,"Lunch","Weekday","LOYALTY",12000,"Medium","Cloudy",67000
"GB2025002157","Family","GrabFood",39,"Hanoi","Corporate Account","Mobile App",1.69,6.4,"Morning","Weekday","None",0,"High","Clear",294000
"GB2025002162","Frequent User","GrabFood",23,"Bien Hoa","Cash","Mobile App",3.19,12.7,"Lunch","Weekday","None",0,"Medium","Cloudy",47000
"GB2025002163","Student","GrabMart",41,"Hanoi","Cash","Mobile App",4.99,23.7,"Evening","Weekend","RIDE10",4000,"Low","Clear",120000
"GB2025002179","Corporate","GrabFood",24,"Da Nang","Card","Partner App",0.57,2.4,"Early Morning","Weekday","RIDE10",1000,"High","Cloudy",76000
"GB2025002181","Working Professional","GrabMart",39,"Ho Chi Minh City","Cash","Mobile App",0.96,4.2,"Afternoon","Weekend","None",0,"Low","Clear",114000
"GB2025002184","Corporate","GrabMart",28,"Bien Hoa","Card","Mobile App",6.56,21.7,"Evening","Weekday","None",0,"Low","Cloudy",299000
"GB2025002187","Frequent User","GrabMart",35,"Ho Chi Minh City","Card","Mobile App",7.69,37.2,"Afternoon","Weekend","FOOD20",4000,"High","Cloudy",413000
"GB2025002188","Tourist","GrabMart",43,"Can Tho","Card","Mobile App",3.51,15.5,"Morning","Weekend","RIDE10",3000,"Medium","Unknown",98000
"GB2025002191","Family","GrabMart",35,"Hai Phong","Card","Mobile App",3.05,10.5,"Evening","Weekday","None",0,"High","Cloudy",218000
"GB2025002192","Tourist","GrabMart",62,"Bien Hoa","Moca Wallet","Mobile App",3.33,13.7,"Early Morning","Weekday","MART15",4000,"Low","Rain",262000
"GB2025002196","Frequent User","GrabFood",31,"Hai Phong","Card","Mobile App",2.86,11.2,"Night","Weekday","None",0,"Low","Rain",312000
"GB2025002198","Student","GrabFood",24,"Hanoi","Card","Partner App",10.59,46.8,"Evening","Weekday","MART15",10000,"Low","Clear",357000
"GB2025002206","Working Professional","GrabFood",40,"Ho Chi Minh City","Cash","Mobile App",0.73,2.7,"Afternoon","Weekday","None",0,"Low","Clear",268000
"GB2025002207","Family","GrabFood",32,"Ho Chi Minh City","Moca Wallet","Web Booking",2.73,9.1,"Evening","Weekday","RIDE10",5000,"High","Unknown",51000
"GB2025002212","Family","GrabFood",30,"Da Nang","Moca Wallet","Mobile App",2.92,12.9,"Early Morning","Weekday","WEEKEND",4000,"High","Cloudy",328000
"GB2025002217","Student","GrabFood",61,"Hue","Card","Web Booking",7.14,32.2,"Morning","Weekday","FOOD20",9000,"Low","Clear",111000
"GB2025002222","Tourist","GrabMart",42,"Hanoi","Card","Mobile App",2.03,11.1,"Early Morning","Weekday","None",0,"High","Cloudy",374000
"GB2025002225","Frequent User","GrabFood",45,"Da Nang","Moca Wallet","Mobile App",4.71,14,"Evening","Weekday","None",0,"High","Clear",324000
"GB2025002226","Working Professional","GrabFood",28,"Ho Chi Minh City","Card","Mobile App",1.4,6.9,"Early Morning","Weekday","WELCOME",3000,"Medium","Clear",143000
"GB2025002227","Frequent User","GrabFood",24,"Hanoi","Moca Wallet","Mobile App",3.25,8.3,"Night","Weekday","None",0,"Low","Clear",387000
"GB2025002228","Working Professional","GrabFood",50,"Ho Chi Minh City","Card","Mobile App",0.91,2.6,"Morning","Weekday","WELCOME",1000,"Low","Clear",157000
"GB2025002252","Tourist","GrabFood",25,"Hanoi","Moca Wallet","Mobile App",4.35,20.3,"Lunch","Weekday","MART15",2000,"High","Rain",433000
"GB2025002263","Tourist","GrabMart",41,"Da Nang","Cash","Mobile App",1.99,6.1,"Morning","Weekend","WELCOME",3000,"Low","Cloudy",326000
"GB2025002266","Corporate","GrabMart",61,"Da Nang","Corporate Account","Mobile App",1.4,3.9,"Lunch","Weekend","None",0,"Low","Clear",349000
"GB2025002270","Tourist","GrabMart",35,"Da Nang","Cash","Web Booking",4.65,17.4,"Evening","Weekday","None",0,"Medium","Clear",181000
"GB2025002271","Working Professional","GrabFood",19,"Hanoi","Card","Partner App",7.2,45.4,"Early Morning","Weekday","None",0,"Unknown","Clear",263000
"GB2025002275","Corporate","GrabFood",37,"Ho Chi Minh City","Moca Wallet","Mobile App",1.29,9.7,"Evening","Weekend","None",0,"Severe","Clear",262000
"GB2025002289","Student","GrabFood",57,"Can Tho","Moca Wallet","Web Booking",6.05,22.6,"Lunch","Weekend","None",0,"Low","Cloudy",51000
"GB2025002291","Family","GrabFood",38,"Bien Hoa","Card","Mobile App",3.01,14.2,"Morning","Weekday","None",0,"Medium","Clear",441000
"GB2025002293","Student","GrabMart",55,"Ho Chi Minh City","Card","Mobile App",1.63,5.9,"Early Morning","Weekday","None",0,"Unknown","Cloudy",126000
"GB2025002295","Student","GrabFood",31,"Hanoi","Cash","Mobile App",2.99,11,"Early Morning","Weekday","None",0,"Low","Clear",367000
"GB2025002297","Family","GrabFood",56,"Hanoi","Cash","Partner App",1.38,6.6,"Afternoon","Weekday","WEEKEND",2000,"Medium","Cloudy",318000
"GB2025002301","Tourist","GrabFood",57,"Nha Trang","Moca Wallet","Mobile App",2.41,7.1,"Afternoon","Weekday","None",0,"Low","Clear",281000
"GB2025002314","Frequent User","GrabFood",52,"Nha Trang","Card","Mobile App",0.78,2.8,"Evening","Weekday","WEEKEND",4000,"High","Cloudy",63000
"GB2025002321","Family","GrabFood",37,"Ho Chi Minh City","Card","Mobile App",3.82,9.8,"Morning","Weekday","None",0,"Low","Rain",61000
"GB2025002330","Student","GrabFood",37,"Hai Phong","Card","Mobile App",1.58,6.5,"Afternoon","Weekday","None",0,"High","Cloudy",168000
"GB2025002331","Tourist","GrabFood",56,"Hanoi","Card","Mobile App",3,15.2,"Early Morning","Weekday","RIDE10",1000,"High","Clear",272000
"GB2025002334","Tourist","GrabFood",37,"Da Nang","Moca Wallet","Mobile App",5.5,22.4,"Early Morning","Weekend","LOYALTY",2000,"Medium","Clear",206000
"GB2025002341","Student","GrabFood",62,"Hanoi","Card","Mobile App",1.47,7.4,"Early Morning","Weekday","None",0,"Medium","Clear",191000
"GB2025002342","Corporate","GrabFood",30,"Ho Chi Minh City","Cash","Mobile App",4.22,16.5,"Morning","Weekend","WEEKEND",7000,"Medium","Clear",236000
"GB2025002346","Corporate","GrabFood",31,"Can Tho","Moca Wallet","Mobile App",6.24,25,"Afternoon","Weekend","LOYALTY",5000,"Low","Cloudy",325000
"GB2025002351","Corporate","GrabFood",54,"Nha Trang","Cash","Mobile App",2.21,8.3,"Early Morning","Weekday","None",0,"Low","Clear",217000
"GB2025002353","Family","GrabMart",42,"Hanoi","Card","Mobile App",7.36,21,"Morning","Weekday","RIDE10",3000,"Medium","Cloudy",229000
"GB2025002364","Corporate","GrabFood",28,"Ho Chi Minh City","Card","Partner App",2.57,9.4,"Early Morning","Weekday","None",0,"Severe","Unknown",124000
"GB2025002366","Tourist","GrabMart",23,"Hai Phong","Card","Mobile App",2.06,10.5,"Morning","Weekend","FOOD20",4000,"Severe","Clear",209000
"GB2025002380","Working Professional","GrabFood",25,"Hanoi","Cash","Mobile App",1.47,4.8,"Morning","Weekday","None",0,"Medium","Rain",286000
"GB2025002381","Working Professional","GrabFood",44,"Ho Chi Minh City","Card","Mobile App",4.1,20.3,"Early Morning","Weekday","WEEKEND",6000,"Medium","Clear",82000
"GB2025002383","Working Professional","GrabMart",28,"Hai Phong","Cash","Mobile App",3.59,12.8,"Night","Weekday","WEEKEND",5000,"Medium","Clear",181000
"GB2025002385","Corporate","GrabFood",46,"Ho Chi Minh City","Card","Partner App",3.86,21.4,"Morning","Weekend","None",0,"High","Rain",218000
"GB2025002389","Family","GrabFood",31,"Ho Chi Minh City","Card","Mobile App",2.7,10.4,"Evening","Weekday","WEEKEND",3000,"High","Clear",295000
"GB2025002391","Tourist","GrabFood",61,"Hanoi","Cash","Mobile App",2.1,7.9,"Morning","Weekday","None",0,"Medium","Clear",183000
"GB2025002395","Working Professional","GrabFood",49,"Ho Chi Minh City","Cash","Mobile App",3.71,17.6,"Early Morning","Weekend","None",0,"Low","Rain",178000
"GB2025002400","Family","GrabMart",35,"Ho Chi Minh City","Card","Mobile App",3.06,14,"Afternoon","Weekend","WELCOME",5000,"High","Clear",214000
"GB2025002401","Corporate","GrabMart",24,"Hue","Cash","Mobile App",4.95,24.3,"Evening","Weekend","FOOD20",9000,"Medium","Rain",47000
"GB2025002404","Working Professional","GrabMart",32,"Bien Hoa","Corporate Account","Mobile App",3.09,13.5,"Lunch","Weekday","None",0,"Low","Clear",276000
"GB2025002407","Tourist","GrabFood",53,"Da Nang","Card","Mobile App",2.14,5.7,"Early Morning","Weekend","None",0,"Low","Clear",335000
"GB2025002408","Family","GrabFood",58,"Ho Chi Minh City","Moca Wallet","Mobile App",2.46,8.8,"Early Morning","Weekend","None",0,"Low","Clear",188000
"GB2025002409","Tourist","GrabMart",32,"Can Tho","Card","Mobile App",0.86,2.5,"Evening","Weekday","None",0,"Medium","Cloudy",317000
"GB2025002417","Working Professional","GrabMart",26,"Hanoi","Cash","Web Booking",5.01,21.6,"Night","Weekday","None",0,"Medium","Clear",441000
"GB2025002418","Frequent User","GrabMart",22,"Ho Chi Minh City","Moca Wallet","Mobile App",1.73,4.5,"Morning","Weekday","WEEKEND",1000,"Medium","Clear",120000
"GB2025002419","Tourist","GrabFood",54,"Ho Chi Minh City","Moca Wallet","Mobile App",4.76,22,"Afternoon","Weekday","None",0,"Low","Unknown",120000
"GB2025002425","Frequent User","GrabFood",41,"Ho Chi Minh City","Card","Mobile App",1.59,7,"Afternoon","Weekday","FOOD20",3000,"Unknown","Clear",377000
"GB2025002427","Working Professional","GrabFood",62,"Hanoi","Card","Mobile App",2.63,8.4,"Early Morning","Weekday","None",0,"Medium","Clear",393000
"GB2025002429","Student","GrabFood",29,"Ho Chi Minh City","Cash","Mobile App",3.83,19.6,"Early Morning","Weekend","None",0,"Medium","Rain",155000
"GB2025002435","Corporate","GrabFood",19,"Bien Hoa","Cash","Mobile App",5.52,21.4,"Morning","Weekend","WEEKEND",6000,"Medium","Clear",380000
"GB2025002437","Corporate","GrabMart",54,"Can Tho","Cash","Mobile App",3.55,19.3,"Lunch","Weekday","None",0,"Medium","Unknown",4e+05
"GB2025002446","Frequent User","GrabFood",48,"Hai Phong","Moca Wallet","Mobile App",3.14,18.9,"Lunch","Weekday","WELCOME",2000,"High","Clear",143000
"GB2025002449","Corporate","GrabMart",39,"Can Tho","Moca Wallet","Mobile App",2.19,15.8,"Morning","Weekday","LOYALTY",6000,"Severe","Clear",52000
"GB2025002455","Tourist","GrabFood",53,"Can Tho","Cash","Mobile App",4.25,16.5,"Lunch","Weekday","LOYALTY",7000,"Severe","Clear",224000
"GB2025002458","Corporate","GrabFood",41,"Hanoi","Moca Wallet","Partner App",3.69,14.2,"Evening","Weekday","WEEKEND",5000,"Low","Heavy Rain",332000
"GB2025002459","Frequent User","GrabFood",44,"Ho Chi Minh City","Cash","Mobile App",2.85,15.3,"Morning","Weekday","None",0,"High","Heavy Rain",363000
"GB2025002460","Corporate","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.08,10.5,"Morning","Weekend","FOOD20",3000,"High","Rain",242000
"GB2025002461","Working Professional","GrabFood",62,"Hanoi","Moca Wallet","Mobile App",6.73,30.9,"Night","Weekday","WEEKEND",6000,"Low","Clear",336000
"GB2025002486","Tourist","GrabFood",48,"Ho Chi Minh City","Card","Mobile App",1.03,3.4,"Evening","Weekday","None",0,"Unknown","Clear",72000
"GB2025002489","Family","GrabFood",58,"Ho Chi Minh City","Corporate Account","Partner App",3.31,15.5,"Evening","Weekday","None",0,"Medium","Cloudy",349000
"GB2025002495","Tourist","GrabMart",28,"Hanoi","Cash","Mobile App",2.72,10.1,"Early Morning","Weekday","None",0,"Medium","Clear",304000
"GB2025002498","Student","GrabFood",32,"Ho Chi Minh City","Card","Mobile App",1.06,3.5,"Afternoon","Weekend","None",0,"Medium","Clear",416000
"GB2025002499","Frequent User","GrabFood",39,"Nha Trang","Card","Mobile App",3.09,16.2,"Evening","Weekday","RIDE10",5000,"Medium","Rain",304000
"GB2025002508","Family","GrabFood",50,"Nha Trang","Card","Partner App",2.83,9.1,"Night","Weekday","None",0,"Medium","Rain",245000
"GB2025002513","Tourist","GrabFood",41,"Hanoi","Moca Wallet","Mobile App",1.26,4.5,"Evening","Weekday","None",0,"High","Clear",270000
"GB2025002514","Tourist","GrabFood",33,"Ho Chi Minh City","Moca Wallet","Mobile App",5.71,17.3,"Afternoon","Weekday","LOYALTY",2000,"Medium","Clear",132000
"GB2025002527","Family","GrabFood",36,"Ho Chi Minh City","Cash","Mobile App",5.21,18.8,"Early Morning","Weekday","None",0,"Low","Clear",239000
"GB2025002529","Frequent User","GrabFood",26,"Hanoi","Card","Mobile App",2.24,12.9,"Night","Weekend","WEEKEND",4000,"Severe","Clear",183000
"GB2025002533","Frequent User","GrabFood",40,"Hanoi","Cash","Mobile App",3.38,17.8,"Lunch","Weekday","None",0,"High","Cloudy",331000
"GB2025002534","Family","GrabFood",37,"Nha Trang","Cash","Mobile App",4.24,19.7,"Afternoon","Weekday","None",0,"Medium","Rain",418000
"GB2025002544","Tourist","GrabFood",30,"Hanoi","Moca Wallet","Mobile App",2.02,6.7,"Early Morning","Weekend","None",0,"Medium","Cloudy",284000
"GB2025002549","Corporate","GrabFood",29,"Hanoi","Card","Mobile App",2.88,12,"Afternoon","Weekend","None",0,"Medium","Clear",71000
"GB2025002550","Working Professional","GrabFood",56,"Hanoi","Card","Mobile App",1.39,7.5,"Evening","Weekend","WEEKEND",1000,"High","Clear",210000
"GB2025002556","Student","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.21,11.3,"Night","Weekend","None",0,"Low","Cloudy",424000
"GB2025002557","Corporate","GrabFood",39,"Hanoi","Card","Mobile App",0.65,2.6,"Night","Weekend","FOOD20",2000,"Low","Clear",174000
"GB2025002558","Family","GrabMart",38,"Ho Chi Minh City","Cash","Mobile App",7.79,38.2,"Afternoon","Weekday","None",0,"Medium","Cloudy",326000
"GB2025002560","Tourist","GrabFood",25,"Ho Chi Minh City","Card","Mobile App",3.21,18.7,"Evening","Weekend","None",0,"High","Clear",130000
"GB2025002561","Student","GrabFood",22,"Hanoi","Corporate Account","Mobile App",6.2,30.7,"Evening","Weekday","RIDE10",4000,"High","Unknown",54000
"GB2025002565","Corporate","GrabFood",41,"Ho Chi Minh City","Corporate Account","Mobile App",2.67,7.1,"Morning","Weekend","WELCOME",2000,"Medium","Rain",449000
"GB2025002569","Family","GrabFood",49,"Bien Hoa","Card","Mobile App",4.96,15.8,"Lunch","Weekday","None",0,"Low","Clear",405000
"GB2025002574","Working Professional","GrabMart",50,"Ho Chi Minh City","Card","Mobile App",2.84,11.6,"Morning","Weekday","RIDE10",2000,"High","Cloudy",289000
