"booking_id","customer_segment","service_type","customer_age","city","payment_method","booking_channel","distance_km_clean","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition","basket_value_vnd"
"GB2025001810","Student","GrabFood",62,"Hanoi","Moca Wallet","Mobile App",4.02,"Morning","Weekday","WELCOME",8000,"Medium","Cloudy",397000
"GB2025001813","Student","GrabFood",30,"Hai Phong","Cash","Mobile App",5.13,"Early Morning","Weekday","FOOD20",7000,"High","Rain",59000
"GB2025001816","Corporate","GrabFood",30,"Ho Chi Minh City","Moca Wallet","Mobile App",1.42,"Afternoon","Weekday","None",0,"High","Cloudy",3e+05
"GB2025001820","Working Professional","GrabFood",49,"Ho Chi Minh City","Moca Wallet","Mobile App",0.73,"Evening","Weekday","None",0,"High","Clear",372000
"GB2025001823","Student","GrabFood",44,"Hanoi","Moca Wallet","Mobile App",0.67,"Afternoon","Weekend","RIDE10",3000,"High","Clear",423000
"GB2025001829","Working Professional","GrabFood",39,"Ho Chi Minh City","Card","Web Booking",2.25,"Night","Weekend","RIDE10",5000,"Medium","Clear",243000
"GB2025001836","Working Professional","GrabMart",29,"Ho Chi Minh City","Card","Mobile App",5.09,"Early Morning","Weekday","WELCOME",2000,"High","Clear",210000
"GB2025001845","Family","GrabFood",27,"Hanoi","Corporate Account","Mobile App",1.65,"Lunch","Weekday","None",0,"High","Cloudy",417000
"GB2025001857","Frequent User","GrabFood",43,"Ho Chi Minh City","Cash","Mobile App",2.37,"Evening","Weekday","WELCOME",2000,"Medium","Clear",110000
"GB2025001867","Frequent User","GrabFood",52,"Hanoi","Corporate Account","Mobile App",2.31,"Early Morning","Weekday","WELCOME",3000,"Low","Clear",154000
"GB2025001872","Student","GrabFood",32,"Ho Chi Minh City","Card","Mobile App",3.97,"Morning","Weekday","None",0,"Medium","Rain",433000
"GB2025001874","Working Professional","GrabMart",23,"Da Nang","Card","Mobile App",3.12,"Evening","Weekday","None",0,"Medium","Rain",99000
"GB2025001876","Corporate","GrabFood",49,"Da Nang","Moca Wallet","Mobile App",3.18,"Early Morning","Weekend","None",0,"Medium","Clear",158000
"GB2025001880","Family","GrabFood",23,"Hanoi","Cash","Mobile App",1.88,"Early Morning","Weekday","MART15",1000,"Medium","Clear",243000
"GB2025001882","Frequent User","GrabFood",55,"Bien Hoa","Moca Wallet","Mobile App",2.35,"Night","Weekday","None",0,"Medium","Clear",75000
"GB2025001885","Tourist","GrabMart",43,"Hai Phong","Cash","Mobile App",2.02,"Morning","Weekday","None",0,"Medium","Cloudy",276000
"GB2025001892","Frequent User","GrabMart",52,"Da Nang","Moca Wallet","Mobile App",3.19,"Lunch","Weekday","None",0,"Severe","Rain",363000
"GB2025001894","Corporate","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",4.83,"Lunch","Weekday","None",0,"Medium","Cloudy",277000
"GB2025001895","Student","GrabFood",60,"Hai Phong","Cash","Partner App",1.45,"Early Morning","Weekday","None",0,"High","Rain",139000
"GB2025001897","Tourist","GrabFood",61,"Hanoi","Cash","Mobile App",6.84,"Evening","Weekday","FOOD20",10000,"Medium","Cloudy",291000
"GB2025001904","Tourist","GrabMart",54,"Hanoi","Card","Mobile App",7.66,"Evening","Weekday","WEEKEND",5000,"Low","Clear",185000
"GB2025001918","Tourist","GrabFood",41,"Hanoi","Card","Mobile App",3.5,"Afternoon","Weekday","RIDE10",4000,"High","Clear",267000
"GB2025001942","Family","GrabMart",60,"Ho Chi Minh City","Cash","Partner App",4.65,"Afternoon","Weekend","None",0,"Low","Clear",137000
"GB2025001944","Family","GrabMart",26,"Da Nang","Card","Mobile App",2.75,"Morning","Weekday","None",0,"Low","Clear",171000
"GB2025001945","Working Professional","GrabMart",48,"Ho Chi Minh City","Cash","Mobile App",2,"Early Morning","Weekday","None",0,"Low","Clear",365000
"GB2025001947","Student","GrabMart",24,"Ho Chi Minh City","Cash","Mobile App",3.79,"Morning","Weekday","WELCOME",6000,"High","Cloudy",113000
"GB2025001952","Tourist","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",6.34,"Evening","Weekday","None",0,"Severe","Clear",341000
"GB2025001956","Frequent User","GrabMart",56,"Hanoi","Cash","Mobile App",8.19,"Afternoon","Weekday","None",0,"Low","Rain",297000
"GB2025001963","Working Professional","GrabFood",60,"Nha Trang","Moca Wallet","Mobile App",3.24,"Early Morning","Weekday","None",0,"Medium","Cloudy",125000
"GB2025001967","Tourist","GrabFood",42,"Hanoi","Cash","Mobile App",6.15,"Early Morning","Weekday","None",0,"Low","Clear",68000
"GB2025001969","Corporate","GrabFood",54,"Da Nang","Moca Wallet","Mobile App",3.67,"Morning","Weekday","None",0,"Low","Clear",292000
"GB2025001973","Working Professional","GrabFood",47,"Hanoi","Moca Wallet","Mobile App",3.43,"Morning","Weekday","FOOD20",4000,"Low","Clear",94000
"GB2025001974","Frequent User","GrabFood",55,"Da Nang","Moca Wallet","Mobile App",4.47,"Afternoon","Weekend","None",0,"High","Unknown",71000
"GB2025001980","Family","GrabFood",51,"Da Nang","Cash","Mobile App",1.54,"Afternoon","Weekend","None",0,"High","Clear",70000
"GB2025001982","Family","GrabFood",52,"Da Nang","Cash","Mobile App",3.78,"Lunch","Weekend","WELCOME",4000,"Medium","Rain",346000
"GB2025001990","Student","GrabFood",61,"Da Nang","Card","Mobile App",1.63,"Morning","Weekday","None",0,"Low","Clear",401000
"GB2025001993","Student","GrabMart",49,"Da Nang","Card","Mobile App",2.66,"Morning","Weekday","LOYALTY",4000,"High","Cloudy",169000
"GB2025001994","Student","GrabFood",37,"Hanoi","Cash","Mobile App",2.39,"Early Morning","Weekend","WELCOME",2000,"Low","Clear",392000
"GB2025001999","Corporate","GrabMart",51,"Ho Chi Minh City","Cash","Mobile App",6.8,"Evening","Weekend","None",0,"High","Rain",347000
"GB2025002013","Frequent User","GrabFood",56,"Can Tho","Card","Mobile App",3.12,"Lunch","Weekday","None",0,"Low","Cloudy",417000
"GB2025002019","Student","GrabFood",40,"Bien Hoa","Card","Mobile App",2.95,"Evening","Weekend","None",0,"Medium","Clear",426000
"GB2025002040","Family","GrabFood",54,"Ho Chi Minh City","Cash","Mobile App",3.15,"Afternoon","Weekday","None",0,"Medium","Rain",389000
"GB2025002047","Family","GrabFood",27,"Bien Hoa","Cash","Web Booking",2.17,"Evening","Weekday","LOYALTY",4000,"Severe","Clear",122000
"GB2025002051","Tourist","GrabMart",46,"Hanoi","Cash","Mobile App",2.56,"Evening","Weekend","None",0,"Medium","Cloudy",350000
"GB2025002054","Family","GrabFood",22,"Ho Chi Minh City","Moca Wallet","Mobile App",3.7,"Evening","Weekend","LOYALTY",6000,"High","Unknown",417000
"GB2025002055","Family","GrabFood",48,"Ho Chi Minh City","Cash","Mobile App",3.86,"Night","Weekday","None",0,"Medium","Cloudy",113000
"GB2025002056","Student","GrabMart",61,"Hanoi","Card","Mobile App",0.71,"Evening","Weekend","None",0,"Severe","Cloudy",399000
"GB2025002059","Family","GrabFood",55,"Nha Trang","Card","Mobile App",0.8,"Afternoon","Weekend","None",0,"Low","Heavy Rain",420000
"GB2025002063","Family","GrabFood",49,"Hanoi","Cash","Mobile App",1.96,"Morning","Weekend","None",0,"Severe","Clear",419000
"GB2025002065","Family","GrabFood",33,"Ho Chi Minh City","Corporate Account","Mobile App",2.2,"Night","Weekday","None",0,"High","Cloudy",350000
"GB2025002068","Student","GrabFood",50,"Da Nang","Card","Mobile App",1.08,"Morning","Weekend","None",0,"High","Cloudy",220000
"GB2025002077","Tourist","GrabFood",38,"Ho Chi Minh City","Corporate Account","Mobile App",0.85,"Evening","Weekday","RIDE10",1000,"Low","Clear",295000
"GB2025002085","Frequent User","GrabMart",46,"Ho Chi Minh City","Card","Mobile App",4.56,"Early Morning","Weekend","None",0,"Low","Clear",316000
"GB2025002090","Student","GrabFood",49,"Ho Chi Minh City","Cash","Mobile App",3.47,"Morning","Weekday","None",0,"High","Rain",63000
"GB2025002093","Corporate","GrabMart",45,"Bien Hoa","Cash","Mobile App",12.05,"Lunch","Weekday","WEEKEND",12000,"Low","Clear",229000
"GB2025002109","Tourist","GrabFood",47,"Ho Chi Minh City","Cash","Mobile App",5.23,"Early Morning","Weekend","WEEKEND",4000,"Medium","Rain",397000
"GB2025002112","Student","GrabFood",48,"Ho Chi Minh City","Card","Mobile App",3.06,"Morning","Weekday","None",0,"High","Clear",351000
"GB2025002115","Frequent User","GrabMart",51,"Da Nang","Cash","Mobile App",1.42,"Night","Weekday","MART15",4000,"Medium","Clear",160000
"GB2025002118","Frequent User","GrabFood",25,"Ho Chi Minh City","Cash","Mobile App",3.04,"Evening","Weekday","WEEKEND",5000,"Medium","Clear",182000
"GB2025002120","Corporate","GrabFood",39,"Nha Trang","Moca Wallet","Mobile App",12.58,"Morning","Weekday","None",0,"Medium","Clear",344000
"GB2025002122","Working Professional","GrabMart",62,"Ho Chi Minh City","Moca Wallet","Mobile App",1.48,"Morning","Weekday","None",0,"Medium","Cloudy",228000
"GB2025002134","Tourist","GrabFood",32,"Hanoi","Cash","Mobile App",4.65,"Early Morning","Weekday","None",0,"Medium","Rain",339000
"GB2025002136","Working Professional","GrabMart",19,"Can Tho","Card","Partner App",2.28,"Morning","Weekday","WEEKEND",5000,"Medium","Clear",65000
"GB2025002142","Working Professional","GrabMart",52,"Hanoi","Card","Mobile App",5.8,"Morning","Weekday","RIDE10",5000,"Medium","Clear",262000
"GB2025002143","Family","GrabFood",45,"Ho Chi Minh City","Cash","Partner App",3.23,"Early Morning","Weekday","None",0,"High","Clear",402000
"GB2025002155","Family","GrabFood",38,"Bien Hoa","Cash","Mobile App",1.14,"Morning","Weekday","WEEKEND",1000,"High","Clear",275000
"GB2025002156","Family","GrabMart",48,"Da Nang","Cash","Mobile App",9.96,"Lunch","Weekday","LOYALTY",12000,"Medium","Cloudy",67000
"GB2025002157","Family","GrabFood",39,"Hanoi","Corporate Account","Mobile App",1.69,"Morning","Weekday","None",0,"High","Clear",294000
"GB2025002162","Frequent User","GrabFood",23,"Bien Hoa","Cash","Mobile App",3.19,"Lunch","Weekday","None",0,"Medium","Cloudy",47000
"GB2025002163","Student","GrabMart",41,"Hanoi","Cash","Mobile App",4.99,"Evening","Weekend","RIDE10",4000,"Low","Clear",120000
"GB2025002179","Corporate","GrabFood",24,"Da Nang","Card","Partner App",0.57,"Early Morning","Weekday","RIDE10",1000,"High","Cloudy",76000
"GB2025002181","Working Professional","GrabMart",39,"Ho Chi Minh City","Cash","Mobile App",0.96,"Afternoon","Weekend","None",0,"Low","Clear",114000
"GB2025002184","Corporate","GrabMart",28,"Bien Hoa","Card","Mobile App",6.56,"Evening","Weekday","None",0,"Low","Cloudy",299000
"GB2025002187","Frequent User","GrabMart",35,"Ho Chi Minh City","Card","Mobile App",7.69,"Afternoon","Weekend","FOOD20",4000,"High","Cloudy",413000
"GB2025002188","Tourist","GrabMart",43,"Can Tho","Card","Mobile App",3.51,"Morning","Weekend","RIDE10",3000,"Medium","Unknown",98000
"GB2025002191","Family","GrabMart",35,"Hai Phong","Card","Mobile App",3.05,"Evening","Weekday","None",0,"High","Cloudy",218000
"GB2025002192","Tourist","GrabMart",62,"Bien Hoa","Moca Wallet","Mobile App",3.33,"Early Morning","Weekday","MART15",4000,"Low","Rain",262000
"GB2025002196","Frequent User","GrabFood",31,"Hai Phong","Card","Mobile App",2.86,"Night","Weekday","None",0,"Low","Rain",312000
"GB2025002198","Student","GrabFood",24,"Hanoi","Card","Partner App",10.59,"Evening","Weekday","MART15",10000,"Low","Clear",357000
"GB2025002206","Working Professional","GrabFood",40,"Ho Chi Minh City","Cash","Mobile App",0.73,"Afternoon","Weekday","None",0,"Low","Clear",268000
"GB2025002207","Family","GrabFood",32,"Ho Chi Minh City","Moca Wallet","Web Booking",2.73,"Evening","Weekday","RIDE10",5000,"High","Unknown",51000
"GB2025002212","Family","GrabFood",30,"Da Nang","Moca Wallet","Mobile App",2.92,"Early Morning","Weekday","WEEKEND",4000,"High","Cloudy",328000
"GB2025002217","Student","GrabFood",61,"Hue","Card","Web Booking",7.14,"Morning","Weekday","FOOD20",9000,"Low","Clear",111000
"GB2025002222","Tourist","GrabMart",42,"Hanoi","Card","Mobile App",2.03,"Early Morning","Weekday","None",0,"High","Cloudy",374000
"GB2025002225","Frequent User","GrabFood",45,"Da Nang","Moca Wallet","Mobile App",4.71,"Evening","Weekday","None",0,"High","Clear",324000
"GB2025002226","Working Professional","GrabFood",28,"Ho Chi Minh City","Card","Mobile App",1.4,"Early Morning","Weekday","WELCOME",3000,"Medium","Clear",143000
"GB2025002227","Frequent User","GrabFood",24,"Hanoi","Moca Wallet","Mobile App",3.25,"Night","Weekday","None",0,"Low","Clear",387000
"GB2025002228","Working Professional","GrabFood",50,"Ho Chi Minh City","Card","Mobile App",0.91,"Morning","Weekday","WELCOME",1000,"Low","Clear",157000
"GB2025002252","Tourist","GrabFood",25,"Hanoi","Moca Wallet","Mobile App",4.35,"Lunch","Weekday","MART15",2000,"High","Rain",433000
"GB2025002263","Tourist","GrabMart",41,"Da Nang","Cash","Mobile App",1.99,"Morning","Weekend","WELCOME",3000,"Low","Cloudy",326000
"GB2025002266","Corporate","GrabMart",61,"Da Nang","Corporate Account","Mobile App",1.4,"Lunch","Weekend","None",0,"Low","Clear",349000
"GB2025002270","Tourist","GrabMart",35,"Da Nang","Cash","Web Booking",4.65,"Evening","Weekday","None",0,"Medium","Clear",181000
"GB2025002271","Working Professional","GrabFood",19,"Hanoi","Card","Partner App",7.2,"Early Morning","Weekday","None",0,"Unknown","Clear",263000
"GB2025002275","Corporate","GrabFood",37,"Ho Chi Minh City","Moca Wallet","Mobile App",1.29,"Evening","Weekend","None",0,"Severe","Clear",262000
"GB2025002289","Student","GrabFood",57,"Can Tho","Moca Wallet","Web Booking",6.05,"Lunch","Weekend","None",0,"Low","Cloudy",51000
"GB2025002291","Family","GrabFood",38,"Bien Hoa","Card","Mobile App",3.01,"Morning","Weekday","None",0,"Medium","Clear",441000
"GB2025002293","Student","GrabMart",55,"Ho Chi Minh City","Card","Mobile App",1.63,"Early Morning","Weekday","None",0,"Unknown","Cloudy",126000
"GB2025002295","Student","GrabFood",31,"Hanoi","Cash","Mobile App",2.99,"Early Morning","Weekday","None",0,"Low","Clear",367000
"GB2025002297","Family","GrabFood",56,"Hanoi","Cash","Partner App",1.38,"Afternoon","Weekday","WEEKEND",2000,"Medium","Cloudy",318000
"GB2025002301","Tourist","GrabFood",57,"Nha Trang","Moca Wallet","Mobile App",2.41,"Afternoon","Weekday","None",0,"Low","Clear",281000
"GB2025002314","Frequent User","GrabFood",52,"Nha Trang","Card","Mobile App",0.78,"Evening","Weekday","WEEKEND",4000,"High","Cloudy",63000
"GB2025002321","Family","GrabFood",37,"Ho Chi Minh City","Card","Mobile App",3.82,"Morning","Weekday","None",0,"Low","Rain",61000
"GB2025002330","Student","GrabFood",37,"Hai Phong","Card","Mobile App",1.58,"Afternoon","Weekday","None",0,"High","Cloudy",168000
"GB2025002331","Tourist","GrabFood",56,"Hanoi","Card","Mobile App",3,"Early Morning","Weekday","RIDE10",1000,"High","Clear",272000
"GB2025002334","Tourist","GrabFood",37,"Da Nang","Moca Wallet","Mobile App",5.5,"Early Morning","Weekend","LOYALTY",2000,"Medium","Clear",206000
"GB2025002341","Student","GrabFood",62,"Hanoi","Card","Mobile App",1.47,"Early Morning","Weekday","None",0,"Medium","Clear",191000
"GB2025002342","Corporate","GrabFood",30,"Ho Chi Minh City","Cash","Mobile App",4.22,"Morning","Weekend","WEEKEND",7000,"Medium","Clear",236000
"GB2025002346","Corporate","GrabFood",31,"Can Tho","Moca Wallet","Mobile App",6.24,"Afternoon","Weekend","LOYALTY",5000,"Low","Cloudy",325000
"GB2025002351","Corporate","GrabFood",54,"Nha Trang","Cash","Mobile App",2.21,"Early Morning","Weekday","None",0,"Low","Clear",217000
"GB2025002353","Family","GrabMart",42,"Hanoi","Card","Mobile App",7.36,"Morning","Weekday","RIDE10",3000,"Medium","Cloudy",229000
"GB2025002364","Corporate","GrabFood",28,"Ho Chi Minh City","Card","Partner App",2.57,"Early Morning","Weekday","None",0,"Severe","Unknown",124000
"GB2025002366","Tourist","GrabMart",23,"Hai Phong","Card","Mobile App",2.06,"Morning","Weekend","FOOD20",4000,"Severe","Clear",209000
"GB2025002380","Working Professional","GrabFood",25,"Hanoi","Cash","Mobile App",1.47,"Morning","Weekday","None",0,"Medium","Rain",286000
"GB2025002381","Working Professional","GrabFood",44,"Ho Chi Minh City","Card","Mobile App",4.1,"Early Morning","Weekday","WEEKEND",6000,"Medium","Clear",82000
"GB2025002383","Working Professional","GrabMart",28,"Hai Phong","Cash","Mobile App",3.59,"Night","Weekday","WEEKEND",5000,"Medium","Clear",181000
"GB2025002385","Corporate","GrabFood",46,"Ho Chi Minh City","Card","Partner App",3.86,"Morning","Weekend","None",0,"High","Rain",218000
"GB2025002389","Family","GrabFood",31,"Ho Chi Minh City","Card","Mobile App",2.7,"Evening","Weekday","WEEKEND",3000,"High","Clear",295000
"GB2025002391","Tourist","GrabFood",61,"Hanoi","Cash","Mobile App",2.1,"Morning","Weekday","None",0,"Medium","Clear",183000
"GB2025002395","Working Professional","GrabFood",49,"Ho Chi Minh City","Cash","Mobile App",3.71,"Early Morning","Weekend","None",0,"Low","Rain",178000
"GB2025002400","Family","GrabMart",35,"Ho Chi Minh City","Card","Mobile App",3.06,"Afternoon","Weekend","WELCOME",5000,"High","Clear",214000
"GB2025002401","Corporate","GrabMart",24,"Hue","Cash","Mobile App",4.95,"Evening","Weekend","FOOD20",9000,"Medium","Rain",47000
"GB2025002404","Working Professional","GrabMart",32,"Bien Hoa","Corporate Account","Mobile App",3.09,"Lunch","Weekday","None",0,"Low","Clear",276000
"GB2025002407","Tourist","GrabFood",53,"Da Nang","Card","Mobile App",2.14,"Early Morning","Weekend","None",0,"Low","Clear",335000
"GB2025002408","Family","GrabFood",58,"Ho Chi Minh City","Moca Wallet","Mobile App",2.46,"Early Morning","Weekend","None",0,"Low","Clear",188000
"GB2025002409","Tourist","GrabMart",32,"Can Tho","Card","Mobile App",0.86,"Evening","Weekday","None",0,"Medium","Cloudy",317000
"GB2025002417","Working Professional","GrabMart",26,"Hanoi","Cash","Web Booking",5.01,"Night","Weekday","None",0,"Medium","Clear",441000
"GB2025002418","Frequent User","GrabMart",22,"Ho Chi Minh City","Moca Wallet","Mobile App",1.73,"Morning","Weekday","WEEKEND",1000,"Medium","Clear",120000
"GB2025002419","Tourist","GrabFood",54,"Ho Chi Minh City","Moca Wallet","Mobile App",4.76,"Afternoon","Weekday","None",0,"Low","Unknown",120000
"GB2025002425","Frequent User","GrabFood",41,"Ho Chi Minh City","Card","Mobile App",1.59,"Afternoon","Weekday","FOOD20",3000,"Unknown","Clear",377000
"GB2025002427","Working Professional","GrabFood",62,"Hanoi","Card","Mobile App",2.63,"Early Morning","Weekday","None",0,"Medium","Clear",393000
"GB2025002429","Student","GrabFood",29,"Ho Chi Minh City","Cash","Mobile App",3.83,"Early Morning","Weekend","None",0,"Medium","Rain",155000
"GB2025002435","Corporate","GrabFood",19,"Bien Hoa","Cash","Mobile App",5.52,"Morning","Weekend","WEEKEND",6000,"Medium","Clear",380000
"GB2025002437","Corporate","GrabMart",54,"Can Tho","Cash","Mobile App",3.55,"Lunch","Weekday","None",0,"Medium","Unknown",4e+05
"GB2025002446","Frequent User","GrabFood",48,"Hai Phong","Moca Wallet","Mobile App",3.14,"Lunch","Weekday","WELCOME",2000,"High","Clear",143000
"GB2025002449","Corporate","GrabMart",39,"Can Tho","Moca Wallet","Mobile App",2.19,"Morning","Weekday","LOYALTY",6000,"Severe","Clear",52000
"GB2025002455","Tourist","GrabFood",53,"Can Tho","Cash","Mobile App",4.25,"Lunch","Weekday","LOYALTY",7000,"Severe","Clear",224000
"GB2025002458","Corporate","GrabFood",41,"Hanoi","Moca Wallet","Partner App",3.69,"Evening","Weekday","WEEKEND",5000,"Low","Heavy Rain",332000
"GB2025002459","Frequent User","GrabFood",44,"Ho Chi Minh City","Cash","Mobile App",2.85,"Morning","Weekday","None",0,"High","Heavy Rain",363000
"GB2025002460","Corporate","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.08,"Morning","Weekend","FOOD20",3000,"High","Rain",242000
"GB2025002461","Working Professional","GrabFood",62,"Hanoi","Moca Wallet","Mobile App",6.73,"Night","Weekday","WEEKEND",6000,"Low","Clear",336000
"GB2025002486","Tourist","GrabFood",48,"Ho Chi Minh City","Card","Mobile App",1.03,"Evening","Weekday","None",0,"Unknown","Clear",72000
"GB2025002489","Family","GrabFood",58,"Ho Chi Minh City","Corporate Account","Partner App",3.31,"Evening","Weekday","None",0,"Medium","Cloudy",349000
"GB2025002495","Tourist","GrabMart",28,"Hanoi","Cash","Mobile App",2.72,"Early Morning","Weekday","None",0,"Medium","Clear",304000
"GB2025002498","Student","GrabFood",32,"Ho Chi Minh City","Card","Mobile App",1.06,"Afternoon","Weekend","None",0,"Medium","Clear",416000
"GB2025002499","Frequent User","GrabFood",39,"Nha Trang","Card","Mobile App",3.09,"Evening","Weekday","RIDE10",5000,"Medium","Rain",304000
"GB2025002508","Family","GrabFood",50,"Nha Trang","Card","Partner App",2.83,"Night","Weekday","None",0,"Medium","Rain",245000
"GB2025002513","Tourist","GrabFood",41,"Hanoi","Moca Wallet","Mobile App",1.26,"Evening","Weekday","None",0,"High","Clear",270000
"GB2025002514","Tourist","GrabFood",33,"Ho Chi Minh City","Moca Wallet","Mobile App",5.71,"Afternoon","Weekday","LOYALTY",2000,"Medium","Clear",132000
"GB2025002527","Family","GrabFood",36,"Ho Chi Minh City","Cash","Mobile App",5.21,"Early Morning","Weekday","None",0,"Low","Clear",239000
"GB2025002529","Frequent User","GrabFood",26,"Hanoi","Card","Mobile App",2.24,"Night","Weekend","WEEKEND",4000,"Severe","Clear",183000
"GB2025002533","Frequent User","GrabFood",40,"Hanoi","Cash","Mobile App",3.38,"Lunch","Weekday","None",0,"High","Cloudy",331000
"GB2025002534","Family","GrabFood",37,"Nha Trang","Cash","Mobile App",4.24,"Afternoon","Weekday","None",0,"Medium","Rain",418000
"GB2025002544","Tourist","GrabFood",30,"Hanoi","Moca Wallet","Mobile App",2.02,"Early Morning","Weekend","None",0,"Medium","Cloudy",284000
"GB2025002549","Corporate","GrabFood",29,"Hanoi","Card","Mobile App",2.88,"Afternoon","Weekend","None",0,"Medium","Clear",71000
"GB2025002550","Working Professional","GrabFood",56,"Hanoi","Card","Mobile App",1.39,"Evening","Weekend","WEEKEND",1000,"High","Clear",210000
"GB2025002556","Student","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.21,"Night","Weekend","None",0,"Low","Cloudy",424000
"GB2025002557","Corporate","GrabFood",39,"Hanoi","Card","Mobile App",0.65,"Night","Weekend","FOOD20",2000,"Low","Clear",174000
"GB2025002558","Family","GrabMart",38,"Ho Chi Minh City","Cash","Mobile App",7.79,"Afternoon","Weekday","None",0,"Medium","Cloudy",326000
"GB2025002560","Tourist","GrabFood",25,"Ho Chi Minh City","Card","Mobile App",3.21,"Evening","Weekend","None",0,"High","Clear",130000
"GB2025002561","Student","GrabFood",22,"Hanoi","Corporate Account","Mobile App",6.2,"Evening","Weekday","RIDE10",4000,"High","Unknown",54000
"GB2025002565","Corporate","GrabFood",41,"Ho Chi Minh City","Corporate Account","Mobile App",2.67,"Morning","Weekend","WELCOME",2000,"Medium","Rain",449000
"GB2025002569","Family","GrabFood",49,"Bien Hoa","Card","Mobile App",4.96,"Lunch","Weekday","None",0,"Low","Clear",405000
"GB2025002574","Working Professional","GrabMart",50,"Ho Chi Minh City","Card","Mobile App",2.84,"Morning","Weekday","RIDE10",2000,"High","Cloudy",289000
"GB2025002577","Student","GrabMart",57,"Can Tho","Cash","Mobile App",5.11,"Night","Weekday","None",0,"Medium","Cloudy",231000
"GB2025002578","Frequent User","GrabFood",30,"Ho Chi Minh City","Card","Mobile App",6.86,"Early Morning","Weekend","None",0,"Medium","Clear",372000
"GB2025002584","Working Professional","GrabMart",27,"Da Nang","Card","Mobile App",8.16,"Morning","Weekday","None",0,"Low","Cloudy",145000
"GB2025002596","Working Professional","GrabFood",50,"Da Nang","Cash","Mobile App",3.7,"Lunch","Weekday","LOYALTY",2000,"Low","Cloudy",259000
"GB2025002598","Corporate","GrabMart",49,"Da Nang","Card","Mobile App",5.57,"Early Morning","Weekday","WELCOME",7000,"Low","Clear",125000
"GB2025002600","Family","GrabFood",23,"Ho Chi Minh City","Moca Wallet","Mobile App",2.29,"Early Morning","Weekend","RIDE10",6000,"High","Clear",203000
"GB2025002601","Frequent User","GrabFood",47,"Ho Chi Minh City","Card","Mobile App",4.24,"Lunch","Weekday","RIDE10",7000,"Medium","Cloudy",401000
"GB2025002602","Tourist","GrabFood",26,"Can Tho","Cash","Mobile App",1.3,"Evening","Weekday","WELCOME",2000,"Low","Clear",199000
"GB2025002608","Family","GrabMart",58,"Hanoi","Cash","Mobile App",1.79,"Evening","Weekday","None",0,"Medium","Cloudy",340000
"GB2025002609","Family","GrabMart",49,"Ho Chi Minh City","Moca Wallet","Mobile App",1.25,"Afternoon","Weekend","RIDE10",1000,"Medium","Clear",164000
"GB2025002613","Corporate","GrabFood",36,"Nha Trang","Corporate Account","Mobile App",3.97,"Evening","Weekend","None",0,"Medium","Clear",179000
"GB2025002614","Student","GrabMart",62,"Da Nang","Cash","Mobile App",2.96,"Morning","Weekday","None",0,"Low","Cloudy",128000
"GB2025002615","Corporate","GrabFood",33,"Can Tho","Cash","Mobile App",8.51,"Early Morning","Weekday","None",0,"Low","Rain",445000
"GB2025002616","Student","GrabFood",49,"Hanoi","Cash","Partner App",3.96,"Evening","Weekday","WELCOME",7000,"Medium","Cloudy",131000
"GB2025002617","Student","GrabFood",46,"Nha Trang","Card","Mobile App",4.1,"Morning","Weekday","WEEKEND",5000,"High","Cloudy",209000
"GB2025002623","Student","GrabFood",27,"Hanoi","Card","Partner App",0.68,"Afternoon","Weekend","WEEKEND",2000,"Medium","Cloudy",295000
"GB2025002626","Working Professional","GrabMart",40,"Ho Chi Minh City","Moca Wallet","Mobile App",2.74,"Morning","Weekday","None",0,"Medium","Cloudy",304000
"GB2025002627","Tourist","GrabFood",24,"Da Nang","Card","Mobile App",9.06,"Evening","Weekday","None",0,"High","Cloudy",380000
"GB2025002630","Student","GrabFood",44,"Ho Chi Minh City","Cash","Mobile App",1.78,"Evening","Weekday","LOYALTY",3000,"Medium","Cloudy",268000
"GB2025002633","Student","GrabFood",37,"Ho Chi Minh City","Cash","Mobile App",1.65,"Early Morning","Weekday","LOYALTY",1000,"Low","Clear",396000
"GB2025002634","Corporate","GrabFood",18,"Da Nang","Moca Wallet","Mobile App",4.76,"Lunch","Weekday","None",0,"Low","Clear",252000
"GB2025002641","Student","GrabFood",55,"Da Nang","Cash","Mobile App",2.23,"Evening","Weekday","Unknown",0,"High","Rain",384000
"GB2025002652","Working Professional","GrabFood",20,"Hai Phong","Card","Mobile App",3.97,"Morning","Weekday","None",0,"Medium","Clear",1e+05
"GB2025002658","Frequent User","GrabFood",51,"Hanoi","Unknown","Mobile App",2.16,"Evening","Weekend","None",0,"Low","Rain",371000
"GB2025002659","Tourist","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",5.85,"Evening","Weekday","None",0,"Low","Unknown",178000
"GB2025002667","Tourist","GrabFood",37,"Ho Chi Minh City","Cash","Mobile App",3.12,"Lunch","Weekend","None",0,"High","Cloudy",150000
"GB2025002670","Corporate","GrabFood",36,"Nha Trang","Corporate Account","Mobile App",2.13,"Night","Weekday","RIDE10",3000,"Low","Clear",252000
