"basket_value_vnd","customer_segment","customer_age","service_type","city","payment_method","booking_channel","distance_km_clean","estimated_duration_min","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition"
99000,"Working Professional",23,"GrabMart","Da Nang","Card","Mobile App",3.12,13.4,"Evening","Weekday","None",0,"Medium","Rain"
158000,"Corporate",49,"GrabFood","Da Nang","Moca Wallet","Mobile App",3.18,14.5,"Early Morning","Weekend","None",0,"Medium","Clear"
243000,"Family",23,"GrabFood","Hanoi","Cash","Mobile App",1.88,6.7,"Early Morning","Weekday","MART15",1000,"Medium","Clear"
75000,"Frequent User",55,"GrabFood","Bien Hoa","Moca Wallet","Mobile App",2.35,11,"Night","Weekday","None",0,"Medium","Clear"
276000,"Tourist",43,"GrabMart","Hai Phong","Cash","Mobile App",2.02,9.6,"Morning","Weekday","None",0,"Medium","Cloudy"
363000,"Frequent User",52,"GrabMart","Da Nang","Moca Wallet","Mobile App",3.19,20,"Lunch","Weekday","None",0,"Severe","Rain"
277000,"Corporate",41,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",4.83,17.6,"Lunch","Weekday","None",0,"Medium","Cloudy"
139000,"Student",60,"GrabFood","Hai Phong","Cash","Partner App",1.45,7.6,"Early Morning","Weekday","None",0,"High","Rain"
291000,"Tourist",61,"GrabFood","Hanoi","Cash","Mobile App",6.84,22.5,"Evening","Weekday","FOOD20",10000,"Medium","Cloudy"
185000,"Tourist",54,"GrabMart","Hanoi","Card","Mobile App",7.66,27.9,"Evening","Weekday","WEEKEND",5000,"Low","Clear"
267000,"Tourist",41,"GrabFood","Hanoi","Card","Mobile App",3.5,20.3,"Afternoon","Weekday","RIDE10",4000,"High","Clear"
137000,"Family",60,"GrabMart","Ho Chi Minh City","Cash","Partner App",4.65,17.1,"Afternoon","Weekend","None",0,"Low","Clear"
171000,"Family",26,"GrabMart","Da Nang","Card","Mobile App",2.75,6.7,"Morning","Weekday","None",0,"Low","Clear"
365000,"Working Professional",48,"GrabMart","Ho Chi Minh City","Cash","Mobile App",2,6,"Early Morning","Weekday","None",0,"Low","Clear"
113000,"Student",24,"GrabMart","Ho Chi Minh City","Cash","Mobile App",3.79,14.7,"Morning","Weekday","WELCOME",6000,"High","Cloudy"
341000,"Tourist",41,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",6.34,43.7,"Evening","Weekday","None",0,"Severe","Clear"
297000,"Frequent User",56,"GrabMart","Hanoi","Cash","Mobile App",8.19,26.8,"Afternoon","Weekday","None",0,"Low","Rain"
125000,"Working Professional",60,"GrabFood","Nha Trang","Moca Wallet","Mobile App",3.24,10.7,"Early Morning","Weekday","None",0,"Medium","Cloudy"
68000,"Tourist",42,"GrabFood","Hanoi","Cash","Mobile App",6.15,23,"Early Morning","Weekday","None",0,"Low","Clear"
292000,"Corporate",54,"GrabFood","Da Nang","Moca Wallet","Mobile App",3.67,9.5,"Morning","Weekday","None",0,"Low","Clear"
94000,"Working Professional",47,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.43,13,"Morning","Weekday","FOOD20",4000,"Low","Clear"
71000,"Frequent User",55,"GrabFood","Da Nang","Moca Wallet","Mobile App",4.47,27.4,"Afternoon","Weekend","None",0,"High","Unknown"
70000,"Family",51,"GrabFood","Da Nang","Cash","Mobile App",1.54,9.1,"Afternoon","Weekend","None",0,"High","Clear"
346000,"Family",52,"GrabFood","Da Nang","Cash","Mobile App",3.78,16.4,"Lunch","Weekend","WELCOME",4000,"Medium","Rain"
401000,"Student",61,"GrabFood","Da Nang","Card","Mobile App",1.63,5.3,"Morning","Weekday","None",0,"Low","Clear"
169000,"Student",49,"GrabMart","Da Nang","Card","Mobile App",2.66,14,"Morning","Weekday","LOYALTY",4000,"High","Cloudy"
392000,"Student",37,"GrabFood","Hanoi","Cash","Mobile App",2.39,10.7,"Early Morning","Weekend","WELCOME",2000,"Low","Clear"
347000,"Corporate",51,"GrabMart","Ho Chi Minh City","Cash","Mobile App",6.8,27.2,"Evening","Weekend","None",0,"High","Rain"
417000,"Frequent User",56,"GrabFood","Can Tho","Card","Mobile App",3.12,2.4,"Lunch","Weekday","None",0,"Low","Cloudy"
426000,"Student",40,"GrabFood","Bien Hoa","Card","Mobile App",2.95,14.3,"Evening","Weekend","None",0,"Medium","Clear"
389000,"Family",54,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.15,8.5,"Afternoon","Weekday","None",0,"Medium","Rain"
122000,"Family",27,"GrabFood","Bien Hoa","Cash","Web Booking",2.17,15.5,"Evening","Weekday","LOYALTY",4000,"Severe","Clear"
350000,"Tourist",46,"GrabMart","Hanoi","Cash","Mobile App",2.56,12,"Evening","Weekend","None",0,"Medium","Cloudy"
417000,"Family",22,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",3.7,22,"Evening","Weekend","LOYALTY",6000,"High","Unknown"
113000,"Family",48,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.86,20.9,"Night","Weekday","None",0,"Medium","Cloudy"
399000,"Student",61,"GrabMart","Hanoi","Card","Mobile App",0.71,2.8,"Evening","Weekend","None",0,"Severe","Cloudy"
420000,"Family",55,"GrabFood","Nha Trang","Card","Mobile App",0.8,2.1,"Afternoon","Weekend","None",0,"Low","Heavy Rain"
419000,"Family",49,"GrabFood","Hanoi","Cash","Mobile App",1.96,8.7,"Morning","Weekend","None",0,"Severe","Clear"
350000,"Family",33,"GrabFood","Ho Chi Minh City","Corporate Account","Mobile App",2.2,7.2,"Night","Weekday","None",0,"High","Cloudy"
220000,"Student",50,"GrabFood","Da Nang","Card","Mobile App",1.08,6.1,"Morning","Weekend","None",0,"High","Cloudy"
295000,"Tourist",38,"GrabFood","Ho Chi Minh City","Corporate Account","Mobile App",0.85,2.4,"Evening","Weekday","RIDE10",1000,"Low","Clear"
316000,"Frequent User",46,"GrabMart","Ho Chi Minh City","Card","Mobile App",4.56,12.3,"Early Morning","Weekend","None",0,"Low","Clear"
63000,"Student",49,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.47,14.2,"Morning","Weekday","None",0,"High","Rain"
229000,"Corporate",45,"GrabMart","Bien Hoa","Cash","Mobile App",12.05,31.9,"Lunch","Weekday","WEEKEND",12000,"Low","Clear"
397000,"Tourist",47,"GrabFood","Ho Chi Minh City","Cash","Mobile App",5.23,21.2,"Early Morning","Weekend","WEEKEND",4000,"Medium","Rain"
351000,"Student",48,"GrabFood","Ho Chi Minh City","Card","Mobile App",3.06,13.1,"Morning","Weekday","None",0,"High","Clear"
160000,"Frequent User",51,"GrabMart","Da Nang","Cash","Mobile App",1.42,7.5,"Night","Weekday","MART15",4000,"Medium","Clear"
182000,"Frequent User",25,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.04,14.1,"Evening","Weekday","WEEKEND",5000,"Medium","Clear"
344000,"Corporate",39,"GrabFood","Nha Trang","Moca Wallet","Mobile App",12.58,48,"Morning","Weekday","None",0,"Medium","Clear"
228000,"Working Professional",62,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",1.48,4.9,"Morning","Weekday","None",0,"Medium","Cloudy"
339000,"Tourist",32,"GrabFood","Hanoi","Cash","Mobile App",4.65,23.6,"Early Morning","Weekday","None",0,"Medium","Rain"
65000,"Working Professional",19,"GrabMart","Can Tho","Card","Partner App",2.28,8,"Morning","Weekday","WEEKEND",5000,"Medium","Clear"
262000,"Working Professional",52,"GrabMart","Hanoi","Card","Mobile App",5.8,17.9,"Morning","Weekday","RIDE10",5000,"Medium","Clear"
402000,"Family",45,"GrabFood","Ho Chi Minh City","Cash","Partner App",3.23,14.5,"Early Morning","Weekday","None",0,"High","Clear"
275000,"Family",38,"GrabFood","Bien Hoa","Cash","Mobile App",1.14,7.2,"Morning","Weekday","WEEKEND",1000,"High","Clear"
67000,"Family",48,"GrabMart","Da Nang","Cash","Mobile App",9.96,49.1,"Lunch","Weekday","LOYALTY",12000,"Medium","Cloudy"
294000,"Family",39,"GrabFood","Hanoi","Corporate Account","Mobile App",1.69,6.4,"Morning","Weekday","None",0,"High","Clear"
47000,"Frequent User",23,"GrabFood","Bien Hoa","Cash","Mobile App",3.19,12.7,"Lunch","Weekday","None",0,"Medium","Cloudy"
120000,"Student",41,"GrabMart","Hanoi","Cash","Mobile App",4.99,23.7,"Evening","Weekend","RIDE10",4000,"Low","Clear"
76000,"Corporate",24,"GrabFood","Da Nang","Card","Partner App",0.57,2.4,"Early Morning","Weekday","RIDE10",1000,"High","Cloudy"
114000,"Working Professional",39,"GrabMart","Ho Chi Minh City","Cash","Mobile App",0.96,4.2,"Afternoon","Weekend","None",0,"Low","Clear"
299000,"Corporate",28,"GrabMart","Bien Hoa","Card","Mobile App",6.56,21.7,"Evening","Weekday","None",0,"Low","Cloudy"
413000,"Frequent User",35,"GrabMart","Ho Chi Minh City","Card","Mobile App",7.69,37.2,"Afternoon","Weekend","FOOD20",4000,"High","Cloudy"
98000,"Tourist",43,"GrabMart","Can Tho","Card","Mobile App",3.51,15.5,"Morning","Weekend","RIDE10",3000,"Medium","Unknown"
218000,"Family",35,"GrabMart","Hai Phong","Card","Mobile App",3.05,10.5,"Evening","Weekday","None",0,"High","Cloudy"
262000,"Tourist",62,"GrabMart","Bien Hoa","Moca Wallet","Mobile App",3.33,13.7,"Early Morning","Weekday","MART15",4000,"Low","Rain"
312000,"Frequent User",31,"GrabFood","Hai Phong","Card","Mobile App",2.86,11.2,"Night","Weekday","None",0,"Low","Rain"
357000,"Student",24,"GrabFood","Hanoi","Card","Partner App",10.59,46.8,"Evening","Weekday","MART15",10000,"Low","Clear"
268000,"Working Professional",40,"GrabFood","Ho Chi Minh City","Cash","Mobile App",0.73,2.7,"Afternoon","Weekday","None",0,"Low","Clear"
51000,"Family",32,"GrabFood","Ho Chi Minh City","Moca Wallet","Web Booking",2.73,9.1,"Evening","Weekday","RIDE10",5000,"High","Unknown"
328000,"Family",30,"GrabFood","Da Nang","Moca Wallet","Mobile App",2.92,12.9,"Early Morning","Weekday","WEEKEND",4000,"High","Cloudy"
111000,"Student",61,"GrabFood","Hue","Card","Web Booking",7.14,32.2,"Morning","Weekday","FOOD20",9000,"Low","Clear"
374000,"Tourist",42,"GrabMart","Hanoi","Card","Mobile App",2.03,11.1,"Early Morning","Weekday","None",0,"High","Cloudy"
324000,"Frequent User",45,"GrabFood","Da Nang","Moca Wallet","Mobile App",4.71,14,"Evening","Weekday","None",0,"High","Clear"
143000,"Working Professional",28,"GrabFood","Ho Chi Minh City","Card","Mobile App",1.4,6.9,"Early Morning","Weekday","WELCOME",3000,"Medium","Clear"
387000,"Frequent User",24,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.25,8.3,"Night","Weekday","None",0,"Low","Clear"
157000,"Working Professional",50,"GrabFood","Ho Chi Minh City","Card","Mobile App",0.91,2.6,"Morning","Weekday","WELCOME",1000,"Low","Clear"
433000,"Tourist",25,"GrabFood","Hanoi","Moca Wallet","Mobile App",4.35,20.3,"Lunch","Weekday","MART15",2000,"High","Rain"
326000,"Tourist",41,"GrabMart","Da Nang","Cash","Mobile App",1.99,6.1,"Morning","Weekend","WELCOME",3000,"Low","Cloudy"
349000,"Corporate",61,"GrabMart","Da Nang","Corporate Account","Mobile App",1.4,3.9,"Lunch","Weekend","None",0,"Low","Clear"
181000,"Tourist",35,"GrabMart","Da Nang","Cash","Web Booking",4.65,17.4,"Evening","Weekday","None",0,"Medium","Clear"
263000,"Working Professional",19,"GrabFood","Hanoi","Card","Partner App",7.2,45.4,"Early Morning","Weekday","None",0,"Unknown","Clear"
262000,"Corporate",37,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",1.29,9.7,"Evening","Weekend","None",0,"Severe","Clear"
51000,"Student",57,"GrabFood","Can Tho","Moca Wallet","Web Booking",6.05,22.6,"Lunch","Weekend","None",0,"Low","Cloudy"
441000,"Family",38,"GrabFood","Bien Hoa","Card","Mobile App",3.01,14.2,"Morning","Weekday","None",0,"Medium","Clear"
126000,"Student",55,"GrabMart","Ho Chi Minh City","Card","Mobile App",1.63,5.9,"Early Morning","Weekday","None",0,"Unknown","Cloudy"
367000,"Student",31,"GrabFood","Hanoi","Cash","Mobile App",2.99,11,"Early Morning","Weekday","None",0,"Low","Clear"
318000,"Family",56,"GrabFood","Hanoi","Cash","Partner App",1.38,6.6,"Afternoon","Weekday","WEEKEND",2000,"Medium","Cloudy"
281000,"Tourist",57,"GrabFood","Nha Trang","Moca Wallet","Mobile App",2.41,7.1,"Afternoon","Weekday","None",0,"Low","Clear"
63000,"Frequent User",52,"GrabFood","Nha Trang","Card","Mobile App",0.78,2.8,"Evening","Weekday","WEEKEND",4000,"High","Cloudy"
61000,"Family",37,"GrabFood","Ho Chi Minh City","Card","Mobile App",3.82,9.8,"Morning","Weekday","None",0,"Low","Rain"
168000,"Student",37,"GrabFood","Hai Phong","Card","Mobile App",1.58,6.5,"Afternoon","Weekday","None",0,"High","Cloudy"
272000,"Tourist",56,"GrabFood","Hanoi","Card","Mobile App",3,15.2,"Early Morning","Weekday","RIDE10",1000,"High","Clear"
206000,"Tourist",37,"GrabFood","Da Nang","Moca Wallet","Mobile App",5.5,22.4,"Early Morning","Weekend","LOYALTY",2000,"Medium","Clear"
191000,"Student",62,"GrabFood","Hanoi","Card","Mobile App",1.47,7.4,"Early Morning","Weekday","None",0,"Medium","Clear"
236000,"Corporate",30,"GrabFood","Ho Chi Minh City","Cash","Mobile App",4.22,16.5,"Morning","Weekend","WEEKEND",7000,"Medium","Clear"
325000,"Corporate",31,"GrabFood","Can Tho","Moca Wallet","Mobile App",6.24,25,"Afternoon","Weekend","LOYALTY",5000,"Low","Cloudy"
217000,"Corporate",54,"GrabFood","Nha Trang","Cash","Mobile App",2.21,8.3,"Early Morning","Weekday","None",0,"Low","Clear"
229000,"Family",42,"GrabMart","Hanoi","Card","Mobile App",7.36,21,"Morning","Weekday","RIDE10",3000,"Medium","Cloudy"
124000,"Corporate",28,"GrabFood","Ho Chi Minh City","Card","Partner App",2.57,9.4,"Early Morning","Weekday","None",0,"Severe","Unknown"
209000,"Tourist",23,"GrabMart","Hai Phong","Card","Mobile App",2.06,10.5,"Morning","Weekend","FOOD20",4000,"Severe","Clear"
286000,"Working Professional",25,"GrabFood","Hanoi","Cash","Mobile App",1.47,4.8,"Morning","Weekday","None",0,"Medium","Rain"
82000,"Working Professional",44,"GrabFood","Ho Chi Minh City","Card","Mobile App",4.1,20.3,"Early Morning","Weekday","WEEKEND",6000,"Medium","Clear"
181000,"Working Professional",28,"GrabMart","Hai Phong","Cash","Mobile App",3.59,12.8,"Night","Weekday","WEEKEND",5000,"Medium","Clear"
218000,"Corporate",46,"GrabFood","Ho Chi Minh City","Card","Partner App",3.86,21.4,"Morning","Weekend","None",0,"High","Rain"
295000,"Family",31,"GrabFood","Ho Chi Minh City","Card","Mobile App",2.7,10.4,"Evening","Weekday","WEEKEND",3000,"High","Clear"
183000,"Tourist",61,"GrabFood","Hanoi","Cash","Mobile App",2.1,7.9,"Morning","Weekday","None",0,"Medium","Clear"
178000,"Working Professional",49,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.71,17.6,"Early Morning","Weekend","None",0,"Low","Rain"
214000,"Family",35,"GrabMart","Ho Chi Minh City","Card","Mobile App",3.06,14,"Afternoon","Weekend","WELCOME",5000,"High","Clear"
47000,"Corporate",24,"GrabMart","Hue","Cash","Mobile App",4.95,24.3,"Evening","Weekend","FOOD20",9000,"Medium","Rain"
276000,"Working Professional",32,"GrabMart","Bien Hoa","Corporate Account","Mobile App",3.09,13.5,"Lunch","Weekday","None",0,"Low","Clear"
335000,"Tourist",53,"GrabFood","Da Nang","Card","Mobile App",2.14,5.7,"Early Morning","Weekend","None",0,"Low","Clear"
188000,"Family",58,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",2.46,8.8,"Early Morning","Weekend","None",0,"Low","Clear"
317000,"Tourist",32,"GrabMart","Can Tho","Card","Mobile App",0.86,2.5,"Evening","Weekday","None",0,"Medium","Cloudy"
441000,"Working Professional",26,"GrabMart","Hanoi","Cash","Web Booking",5.01,21.6,"Night","Weekday","None",0,"Medium","Clear"
120000,"Frequent User",22,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",1.73,4.5,"Morning","Weekday","WEEKEND",1000,"Medium","Clear"
120000,"Tourist",54,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",4.76,22,"Afternoon","Weekday","None",0,"Low","Unknown"
377000,"Frequent User",41,"GrabFood","Ho Chi Minh City","Card","Mobile App",1.59,7,"Afternoon","Weekday","FOOD20",3000,"Unknown","Clear"
393000,"Working Professional",62,"GrabFood","Hanoi","Card","Mobile App",2.63,8.4,"Early Morning","Weekday","None",0,"Medium","Clear"
155000,"Student",29,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.83,19.6,"Early Morning","Weekend","None",0,"Medium","Rain"
380000,"Corporate",19,"GrabFood","Bien Hoa","Cash","Mobile App",5.52,21.4,"Morning","Weekend","WEEKEND",6000,"Medium","Clear"
4e+05,"Corporate",54,"GrabMart","Can Tho","Cash","Mobile App",3.55,19.3,"Lunch","Weekday","None",0,"Medium","Unknown"
143000,"Frequent User",48,"GrabFood","Hai Phong","Moca Wallet","Mobile App",3.14,18.9,"Lunch","Weekday","WELCOME",2000,"High","Clear"
52000,"Corporate",39,"GrabMart","Can Tho","Moca Wallet","Mobile App",2.19,15.8,"Morning","Weekday","LOYALTY",6000,"Severe","Clear"
224000,"Tourist",53,"GrabFood","Can Tho","Cash","Mobile App",4.25,16.5,"Lunch","Weekday","LOYALTY",7000,"Severe","Clear"
332000,"Corporate",41,"GrabFood","Hanoi","Moca Wallet","Partner App",3.69,14.2,"Evening","Weekday","WEEKEND",5000,"Low","Heavy Rain"
363000,"Frequent User",44,"GrabFood","Ho Chi Minh City","Cash","Mobile App",2.85,15.3,"Morning","Weekday","None",0,"High","Heavy Rain"
242000,"Corporate",41,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",3.08,10.5,"Morning","Weekend","FOOD20",3000,"High","Rain"
336000,"Working Professional",62,"GrabFood","Hanoi","Moca Wallet","Mobile App",6.73,30.9,"Night","Weekday","WEEKEND",6000,"Low","Clear"
72000,"Tourist",48,"GrabFood","Ho Chi Minh City","Card","Mobile App",1.03,3.4,"Evening","Weekday","None",0,"Unknown","Clear"
349000,"Family",58,"GrabFood","Ho Chi Minh City","Corporate Account","Partner App",3.31,15.5,"Evening","Weekday","None",0,"Medium","Cloudy"
304000,"Tourist",28,"GrabMart","Hanoi","Cash","Mobile App",2.72,10.1,"Early Morning","Weekday","None",0,"Medium","Clear"
416000,"Student",32,"GrabFood","Ho Chi Minh City","Card","Mobile App",1.06,3.5,"Afternoon","Weekend","None",0,"Medium","Clear"
304000,"Frequent User",39,"GrabFood","Nha Trang","Card","Mobile App",3.09,16.2,"Evening","Weekday","RIDE10",5000,"Medium","Rain"
245000,"Family",50,"GrabFood","Nha Trang","Card","Partner App",2.83,9.1,"Night","Weekday","None",0,"Medium","Rain"
270000,"Tourist",41,"GrabFood","Hanoi","Moca Wallet","Mobile App",1.26,4.5,"Evening","Weekday","None",0,"High","Clear"
132000,"Tourist",33,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",5.71,17.3,"Afternoon","Weekday","LOYALTY",2000,"Medium","Clear"
239000,"Family",36,"GrabFood","Ho Chi Minh City","Cash","Mobile App",5.21,18.8,"Early Morning","Weekday","None",0,"Low","Clear"
183000,"Frequent User",26,"GrabFood","Hanoi","Card","Mobile App",2.24,12.9,"Night","Weekend","WEEKEND",4000,"Severe","Clear"
331000,"Frequent User",40,"GrabFood","Hanoi","Cash","Mobile App",3.38,17.8,"Lunch","Weekday","None",0,"High","Cloudy"
418000,"Family",37,"GrabFood","Nha Trang","Cash","Mobile App",4.24,19.7,"Afternoon","Weekday","None",0,"Medium","Rain"
284000,"Tourist",30,"GrabFood","Hanoi","Moca Wallet","Mobile App",2.02,6.7,"Early Morning","Weekend","None",0,"Medium","Cloudy"
71000,"Corporate",29,"GrabFood","Hanoi","Card","Mobile App",2.88,12,"Afternoon","Weekend","None",0,"Medium","Clear"
210000,"Working Professional",56,"GrabFood","Hanoi","Card","Mobile App",1.39,7.5,"Evening","Weekend","WEEKEND",1000,"High","Clear"
424000,"Student",41,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",3.21,11.3,"Night","Weekend","None",0,"Low","Cloudy"
174000,"Corporate",39,"GrabFood","Hanoi","Card","Mobile App",0.65,2.6,"Night","Weekend","FOOD20",2000,"Low","Clear"
326000,"Family",38,"GrabMart","Ho Chi Minh City","Cash","Mobile App",7.79,38.2,"Afternoon","Weekday","None",0,"Medium","Cloudy"
130000,"Tourist",25,"GrabFood","Ho Chi Minh City","Card","Mobile App",3.21,18.7,"Evening","Weekend","None",0,"High","Clear"
54000,"Student",22,"GrabFood","Hanoi","Corporate Account","Mobile App",6.2,30.7,"Evening","Weekday","RIDE10",4000,"High","Unknown"
449000,"Corporate",41,"GrabFood","Ho Chi Minh City","Corporate Account","Mobile App",2.67,7.1,"Morning","Weekend","WELCOME",2000,"Medium","Rain"
405000,"Family",49,"GrabFood","Bien Hoa","Card","Mobile App",4.96,15.8,"Lunch","Weekday","None",0,"Low","Clear"
289000,"Working Professional",50,"GrabMart","Ho Chi Minh City","Card","Mobile App",2.84,11.6,"Morning","Weekday","RIDE10",2000,"High","Cloudy"
231000,"Student",57,"GrabMart","Can Tho","Cash","Mobile App",5.11,16.5,"Night","Weekday","None",0,"Medium","Cloudy"
372000,"Frequent User",30,"GrabFood","Ho Chi Minh City","Card","Mobile App",6.86,34.6,"Early Morning","Weekend","None",0,"Medium","Clear"
145000,"Working Professional",27,"GrabMart","Da Nang","Card","Mobile App",8.16,37.5,"Morning","Weekday","None",0,"Low","Cloudy"
259000,"Working Professional",50,"GrabFood","Da Nang","Cash","Mobile App",3.7,17.7,"Lunch","Weekday","LOYALTY",2000,"Low","Cloudy"
125000,"Corporate",49,"GrabMart","Da Nang","Card","Mobile App",5.57,18.2,"Early Morning","Weekday","WELCOME",7000,"Low","Clear"
203000,"Family",23,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",2.29,14.2,"Early Morning","Weekend","RIDE10",6000,"High","Clear"
401000,"Frequent User",47,"GrabFood","Ho Chi Minh City","Card","Mobile App",4.24,21.5,"Lunch","Weekday","RIDE10",7000,"Medium","Cloudy"
199000,"Tourist",26,"GrabFood","Can Tho","Cash","Mobile App",1.3,4.3,"Evening","Weekday","WELCOME",2000,"Low","Clear"
340000,"Family",58,"GrabMart","Hanoi","Cash","Mobile App",1.79,7.1,"Evening","Weekday","None",0,"Medium","Cloudy"
164000,"Family",49,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",1.25,6.6,"Afternoon","Weekend","RIDE10",1000,"Medium","Clear"
179000,"Corporate",36,"GrabFood","Nha Trang","Corporate Account","Mobile App",3.97,13.5,"Evening","Weekend","None",0,"Medium","Clear"
128000,"Student",62,"GrabMart","Da Nang","Cash","Mobile App",2.96,11.2,"Morning","Weekday","None",0,"Low","Cloudy"
445000,"Corporate",33,"GrabFood","Can Tho","Cash","Mobile App",8.51,27.5,"Early Morning","Weekday","None",0,"Low","Rain"
131000,"Student",49,"GrabFood","Hanoi","Cash","Partner App",3.96,20.9,"Evening","Weekday","WELCOME",7000,"Medium","Cloudy"
209000,"Student",46,"GrabFood","Nha Trang","Card","Mobile App",4.1,13.8,"Morning","Weekday","WEEKEND",5000,"High","Cloudy"
295000,"Student",27,"GrabFood","Hanoi","Card","Partner App",0.68,2.9,"Afternoon","Weekend","WEEKEND",2000,"Medium","Cloudy"
304000,"Working Professional",40,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",2.74,14.7,"Morning","Weekday","None",0,"Medium","Cloudy"
380000,"Tourist",24,"GrabFood","Da Nang","Card","Mobile App",9.06,46.7,"Evening","Weekday","None",0,"High","Cloudy"
268000,"Student",44,"GrabFood","Ho Chi Minh City","Cash","Mobile App",1.78,5,"Evening","Weekday","LOYALTY",3000,"Medium","Cloudy"
396000,"Student",37,"GrabFood","Ho Chi Minh City","Cash","Mobile App",1.65,7.6,"Early Morning","Weekday","LOYALTY",1000,"Low","Clear"
252000,"Corporate",18,"GrabFood","Da Nang","Moca Wallet","Mobile App",4.76,13.6,"Lunch","Weekday","None",0,"Low","Clear"
384000,"Student",55,"GrabFood","Da Nang","Cash","Mobile App",2.23,13.7,"Evening","Weekday","Unknown",0,"High","Rain"
1e+05,"Working Professional",20,"GrabFood","Hai Phong","Card","Mobile App",3.97,20.7,"Morning","Weekday","None",0,"Medium","Clear"
371000,"Frequent User",51,"GrabFood","Hanoi","Unknown","Mobile App",2.16,10.3,"Evening","Weekend","None",0,"Low","Rain"
178000,"Tourist",41,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",5.85,26.7,"Evening","Weekday","None",0,"Low","Unknown"
150000,"Tourist",37,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.12,21,"Lunch","Weekend","None",0,"High","Cloudy"
252000,"Corporate",36,"GrabFood","Nha Trang","Corporate Account","Mobile App",2.13,5.3,"Night","Weekday","RIDE10",3000,"Low","Clear"
278000,"Frequent User",45,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",3.26,8.6,"Morning","Weekday","None",0,"Medium","Clear"
116000,"Tourist",50,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.12,13.9,"Evening","Weekday","WELCOME",5000,"High","Clear"
242000,"Frequent User",36,"GrabFood","Hanoi","Corporate Account","Mobile App",3.44,16.2,"Lunch","Weekday","RIDE10",2000,"Low","Heavy Rain"
411000,"Working Professional",41,"GrabFood","Ho Chi Minh City","Cash","Mobile App",2.44,10.9,"Lunch","Weekday","None",0,"Low","Cloudy"
95000,"Family",49,"GrabFood","Hanoi","Cash","Mobile App",1.9,8.8,"Early Morning","Weekday","None",0,"High","Heavy Rain"
232000,"Tourist",37,"GrabFood","Da Nang","Cash","Mobile App",2.94,16.7,"Lunch","Weekday","None",0,"High","Clear"
58000,"Student",54,"GrabMart","Ho Chi Minh City","Cash","Mobile App",3.12,8,"Night","Weekend","None",0,"Medium","Cloudy"
260000,"Student",50,"GrabFood","Hanoi","Cash","Mobile App",4.05,18.6,"Afternoon","Weekday","None",0,"Low","Clear"
137000,"Family",59,"GrabFood","Hanoi","Moca Wallet","Mobile App",1.82,7.9,"Night","Weekday","None",0,"Medium","Clear"
352000,"Frequent User",42,"GrabMart","Hanoi","Cash","Partner App",4.27,27.7,"Evening","Weekend","None",0,"High","Rain"
386000,"Corporate",55,"GrabFood","Ho Chi Minh City","Card","Mobile App",4.45,14.8,"Morning","Weekday","WELCOME",5000,"Low","Cloudy"
385000,"Family",48,"GrabFood","Can Tho","Moca Wallet","Mobile App",5.11,23.5,"Early Morning","Weekday","None",0,"Low","Cloudy"
342000,"Frequent User",27,"GrabFood","Ho Chi Minh City","Card","Mobile App",6.4,21.4,"Night","Weekend","WELCOME",9000,"High","Cloudy"
59000,"Student",40,"GrabMart","Hanoi","Unknown","Mobile App",3.77,19.6,"Early Morning","Weekday","None",0,"Severe","Clear"
412000,"Family",32,"GrabFood","Da Nang","Cash","Mobile App",1.76,6.6,"Afternoon","Weekday","None",0,"Low","Unknown"
286000,"Tourist",50,"GrabFood","Can Tho","Card","Mobile App",1.01,5.5,"Morning","Weekday","None",0,"High","Clear"
409000,"Corporate",37,"GrabFood","Bien Hoa","Cash","Mobile App",4.86,14.1,"Morning","Weekday","None",0,"Medium","Cloudy"
