"booking_id","booking_datetime","city","service_type","customer_segment","customer_age","driver_status","driver_experience_years","payment_method","booking_channel","distance_km","estimated_duration_min","actual_duration_min","waiting_time_min","traffic_level","weather_condition","promo_code_used","discount_amount_vnd","basket_value_vnd","fare_amount_vnd","driver_rating","customer_rating","completed_flag","cancellation_reason","loyalty_points_earned","booking_hour","booking_day","is_weekend","time_period","estimated_speed_kmh","distance_invalid","distance_km_clean"
"GB2025001807",2025-10-12 10:50:00,"Ho Chi Minh City","GrabMart","Corporate",53,"Standard",5.9,"Card","Mobile App",2.75,10.2,10.1,6.5,"High","Cloudy","WELCOME",4000,385000,25000,"4.8","5","1",NA,"2",10,"Sunday","Weekend","Morning",16.1764705882353,FALSE,2.75
"GB2025001809",2025-12-28 00:38:00,"Nha Trang","GrabFood","Family",37,"High Performer",2.4,"Card","Mobile App",NA,7.7,8,9.4,"Medium","Cloudy","None",0,151000,16000,"4.6","4.8","1",NA,"1",0,"Sunday","Weekend","Early Morning",NA,NA,NA
"GB2025001810",2025-07-08 08:22:00,"Hanoi","GrabFood","Student",62,"Preferred",1.5,"Moca Wallet","Mobile App",4.02,19.4,20,6.8,"Medium","Cloudy","WELCOME",8000,397000,13000,"4.5","4.8","1",NA,"1",8,"Tuesday","Weekday","Morning",12.4329896907216,FALSE,4.02
"GB2025001811",2025-07-29 11:54:00,"Da Nang","GrabFood","Tourist",30,"New",3.2,"Moca Wallet","Mobile App",1.37,5.5,5.5,5.9,"High","Clear","MART15",3000,278000,20000,"4.8","4.8","1",NA,"2",11,"Tuesday","Weekday","Lunch",14.9454545454545,FALSE,1.37
"GB2025001813",2025-08-06 03:18:00,"Hai Phong","GrabFood","Student",30,"New",0.3,"Cash","Mobile App",5.13,30.3,35.1,14.1,"High","Rain","FOOD20",7000,59000,5000,"5","5","1",NA,"0",3,"Wednesday","Weekday","Early Morning",10.1584158415842,FALSE,5.13
"GB2025001816",2025-10-15 14:59:00,"Ho Chi Minh City","GrabFood","Corporate",30,"New",NA,"Moca Wallet","Mobile App",1.42,7.8,7.4,11.4,"High","Cloudy","None",0,3e+05,24000,"4.0","4.9","1",NA,"2",14,"Wednesday","Weekday","Afternoon",10.9230769230769,FALSE,1.42
"GB2025001820",2025-04-03 19:31:00,"Ho Chi Minh City","GrabFood","Working Professional",49,"High Performer",1.4,"Moca Wallet","Mobile App",0.73,3.6,4.4,12.3,"High","Clear","None",0,372000,24000,"4.4","4.3","1",NA,"2",19,"Thursday","Weekday","Evening",12.1666666666667,FALSE,0.73
"GB2025001823",2025-10-04 16:20:00,"Hanoi","GrabFood","Student",44,"High Performer",0.5,"Moca Wallet","Mobile App",0.67,4,3.5,1.9,"High","Clear","RIDE10",3000,423000,15000,"4.7","4.2","1",NA,"1",16,"Saturday","Weekend","Afternoon",10.05,FALSE,0.67
"GB2025001829",2025-08-02 23:54:00,"Ho Chi Minh City","GrabFood","Working Professional",39,"Standard",1.2,"Card","Web Booking",2.25,7.2,9.3,2.3,"Medium","Clear","RIDE10",5000,243000,14000,"4.4","4.8","1",NA,"1",23,"Saturday","Weekend","Night",18.75,FALSE,2.25
"GB2025001836",2025-05-27 03:33:00,"Ho Chi Minh City","GrabMart","Working Professional",29,"Standard",2.3,"Card","Mobile App",5.09,20.1,22.2,10.1,"High","Clear","WELCOME",2000,210000,12000,"4.4","4.9","1",NA,"1",3,"Tuesday","Weekday","Early Morning",15.1940298507463,FALSE,5.09
"GB2025001845",2025-12-12 12:46:00,"Hanoi","GrabFood","Family",27,"Standard",0.7,"Corporate Account","Mobile App",1.65,5,5.8,4.8,"High","Cloudy","None",0,417000,30000,"4.8","4.6","1",NA,"3",12,"Friday","Weekday","Lunch",19.8,FALSE,1.65
"GB2025001846",2025-02-25 18:40:00,"Ho Chi Minh City","GrabFood","Corporate",50,"New",1.5,"Cash","Mobile App",2.06,11.4,10.1,11,"High","Cloudy","None",0,392000,31000,"3.5","4.3","1",NA,"3",18,"Tuesday","Weekday","Evening",10.8421052631579,FALSE,2.06
"GB2025001854",2025-12-21 13:56:00,"Ho Chi Minh City","GrabFood","Corporate",22,"Preferred",0.4,"Card","Mobile App",2.91,11.5,10.4,5.4,"High","Clear","WEEKEND",2000,68000,10000,"4.0","4.5","1",NA,"1",13,"Sunday","Weekend","Lunch",15.1826086956522,FALSE,2.91
"GB2025001857",2025-07-15 18:56:00,"Ho Chi Minh City","GrabFood","Frequent User",43,"New",1.2,"Cash","Mobile App",2.37,11.9,11.3,7.4,"Medium","Clear","WELCOME",2000,110000,6000,"4.3","4.9","1",NA,"0",18,"Tuesday","Weekday","Evening",11.9495798319328,FALSE,2.37
"GB2025001867",2025-09-26 01:36:00,"Hanoi","GrabFood","Frequent User",52,"Preferred",4,"Corporate Account","Mobile App",2.31,10.8,12.7,1.2,"Low","Clear","WELCOME",3000,154000,5000,"4.7","4.9","1",NA,"0",1,"Friday","Weekday","Early Morning",12.8333333333333,FALSE,2.31
"GB2025001872",2025-11-12 10:53:00,"Ho Chi Minh City","GrabFood","Student",32,"High Performer",NA,"Card","Mobile App",3.97,19.8,25.1,9.3,"Medium","Rain","None",0,433000,23000,"4.1","4.2","1",NA,"2",10,"Wednesday","Weekday","Morning",12.030303030303,FALSE,3.97
"GB2025001874",2025-05-21 20:23:00,"Da Nang","GrabMart","Working Professional",23,"Preferred",1,"Card","Mobile App",70.3,13.4,13.3,9.4,"Medium","Rain","None",0,99000,15000,"5","4.9","1",NA,"1",20,"Wednesday","Weekday","Evening",314.776119402985,TRUE,NA
"GB2025001876",2025-01-05 00:33:00,"Da Nang","GrabFood","Corporate",49,"High Performer",2.8,"Moca Wallet","Mobile App",3.18,14.5,14.2,1.9,"Medium","Clear","None",0,158000,11000,"4.6","3.8","1",NA,"1",0,"Sunday","Weekend","Early Morning",13.1586206896552,FALSE,3.18
"GB2025001877",2025-03-16 00:05:00,"Da Nang","GrabFood","Frequent User",37,"High Performer",5,"Corporate Account","Mobile App",2.24,11.4,14.9,8.7,"Medium","Clear","None",0,141000,19000,"4.8","4.3","1",NA,"1",0,"Sunday","Weekend","Early Morning",11.7894736842105,FALSE,2.24
"GB2025001880",2025-08-28 01:54:00,"Hanoi","GrabFood","Family",23,"Preferred",0.7,"Cash","Mobile App",1.88,6.7,7.6,9.2,"Medium","Clear","MART15",1000,243000,16000,"4.6","3.6","1",NA,"1",1,"Thursday","Weekday","Early Morning",16.8358208955224,FALSE,1.88
"GB2025001882",2025-03-20 22:57:00,"Bien Hoa","GrabFood","Frequent User",55,"New",2.7,"Moca Wallet","Mobile App",2.35,11,13.8,9.4,"Medium","Clear","None",0,75000,10000,"4.8","4.7","1",NA,"1",22,"Thursday","Weekday","Night",12.8181818181818,FALSE,2.35
"GB2025001883",2025-05-09 16:49:00,"Ho Chi Minh City","GrabFood","Working Professional",54,"High Performer",5.9,"Corporate Account","Mobile App",3.04,21,17.9,7.7,"Severe","Clear","None",0,2e+05,21000,"4.3","4.8","1",NA,"2",16,"Friday","Weekday","Afternoon",8.68571428571429,FALSE,3.04
"GB2025001885",2025-05-20 09:18:00,"Hai Phong","GrabMart","Tourist",43,"Preferred",1.7,"Cash","Mobile App",2.02,9.6,8.5,5.7,"Medium","Cloudy","None",0,276000,21000,"4.4","4.6","1",NA,"2",9,"Tuesday","Weekday","Morning",12.625,FALSE,2.02
"GB2025001892",2025-10-02 12:25:00,"Da Nang","GrabMart","Frequent User",52,"Preferred",3,"Moca Wallet","Mobile App",3.19,20,22.8,3.6,"Severe","Rain","None",0,363000,25000,"4.4","4.8","1",NA,"2",12,"Thursday","Weekday","Lunch",9.57,FALSE,3.19
"GB2025001894",2025-03-19 11:08:00,"Ho Chi Minh City","GrabFood","Corporate",NA,"New",0.8,"Moca Wallet","Mobile App",4.83,17.6,20,8.2,"Medium","Cloudy","None",0,277000,22000,"4.6","4.5","1",NA,"2",11,"Wednesday","Weekday","Lunch",16.4659090909091,FALSE,4.83
"GB2025001895",2025-02-27 01:51:00,"Hai Phong","GrabFood","Student",60,"Standard",1.4,"Cash","Partner App",1.45,7.6,10.3,4.4,"High","Rain","None",0,139000,17000,"4.6","4.7","1",NA,"1",1,"Thursday","Weekday","Early Morning",11.4473684210526,FALSE,1.45
"GB2025001897",2025-04-16 19:56:00,"Hanoi","GrabFood","Tourist",61,"Preferred",1.3,"Cash","Mobile App",6.84,22.5,22.4,6.3,"Medium","Cloudy","FOOD20",10000,291000,14000,"4.4","4.8","1",NA,"1",19,"Wednesday","Weekday","Evening",18.24,FALSE,6.84
"GB2025001901",2025-06-04 20:52:00,"Ho Chi Minh City","GrabFood","Working Professional",22,"New",3.8,"Moca Wallet","Mobile App",5.54,17.4,22.9,10.4,"High","Clear","WELCOME",4000,318000,22000,"4.3","4.8","1",NA,"2",20,"Wednesday","Weekday","Evening",19.1034482758621,FALSE,5.54
"GB2025001904",2025-02-21 17:36:00,"Hanoi","GrabMart","Tourist",54,"Standard",2,"Card","Mobile App",7.66,27.9,30.1,3.8,"Low","Clear","WEEKEND",5000,185000,11000,"4.3","4.2","1",NA,"1",17,"Friday","Weekday","Evening",16.4731182795699,FALSE,7.66
"GB2025001915",2025-07-23 02:17:00,"Ho Chi Minh City","GrabFood","Family",32,"Preferred",1.4,"Card","Mobile App",3.18,14.8,15,2.4,"Medium","Clear","WEEKEND",3000,89000,8000,"4.5","4.2","1",NA,"0",2,"Wednesday","Weekday","Early Morning",12.8918918918919,FALSE,3.18
"GB2025001918",2025-11-17 14:53:00,"Hanoi","GrabFood","Tourist",NA,"Standard",2,"Card","Mobile App",3.5,20.3,26.3,3.6,"High","Clear","RIDE10",4000,267000,11000,"4.5",NA,"1",NA,"1",14,"Monday","Weekday","Afternoon",10.3448275862069,FALSE,3.5
"GB2025001921",2025-04-21 01:04:00,"Can Tho","GrabFood","Tourist",31,"High Performer",3.9,"Cash","Mobile App",3.3,12,15.1,2.3,"Low","Clear","None",0,217000,21000,"4.3",NA,"1",NA,"2",1,"Monday","Weekday","Early Morning",16.5,FALSE,3.3
"GB2025001931",2025-06-07 20:52:00,"Hanoi","GrabFood","Corporate",28,"New",3.6,"Cash","Mobile App",2.33,10,13.5,5.1,"Medium","Cloudy","None",0,130000,9000,"4.1","4.4","1",NA,"0",20,"Saturday","Weekend","Evening",13.98,FALSE,2.33
"GB2025001942",2025-10-05 14:50:00,"Ho Chi Minh City","GrabMart","Family",60,"Standard",0.9,"Cash","Partner App",4.65,17.1,22.3,2.3,"Low","Clear","None",0,137000,22000,"5","4.7","1",NA,"2",14,"Sunday","Weekend","Afternoon",16.3157894736842,FALSE,4.65
"GB2025001944",2025-04-23 06:48:00,"Da Nang","GrabMart","Family",26,"Standard",4,"Card","Mobile App",2.75,6.7,8.1,5.4,"Low","Clear","None",0,171000,16000,"4.5","4.4","1",NA,"1",6,"Wednesday","Weekday","Morning",24.6268656716418,FALSE,2.75
"GB2025001945",2025-06-24 03:45:00,"Ho Chi Minh City","GrabMart","Working Professional",48,"New",1,"Cash","Mobile App",2,6,5.2,3.5,"Low","Clear","None",0,365000,27000,"4.3","5","1",NA,"2",3,"Tuesday","Weekday","Early Morning",20,FALSE,2
"GB2025001947",2025-11-25 10:54:00,"Ho Chi Minh City","GrabMart","Student",24,"High Performer",2.9,"Cash","Mobile App",3.79,14.7,16.8,3.7,"High","Cloudy","WELCOME",6000,113000,10000,"4.3","4.1","1",NA,"1",10,"Tuesday","Weekday","Morning",15.469387755102,FALSE,3.79
"GB2025001952",2025-06-05 19:12:00,"Ho Chi Minh City","GrabFood","Tourist",NA,"Preferred",1.5,"Moca Wallet","Mobile App",6.34,43.7,45.4,5,"Severe","Clear","None",0,341000,50000,"5.7","4.1","1",NA,"5",19,"Thursday","Weekday","Evening",8.70480549199085,FALSE,6.34
"GB2025001956",2025-01-24 15:01:00,"Hanoi","GrabMart","Frequent User",56,"New",3.8,"Cash","Mobile App",8.19,26.8,32.7,10.3,"Low","Rain","None",0,297000,39000,"4.6","4.3","1",NA,"3",15,"Friday","Weekday","Afternoon",18.3358208955224,FALSE,8.19
"GB2025001963",2025-08-19 04:57:00,"Nha Trang","GrabFood","Working Professional",60,"High Performer",2.5,"Moca Wallet","Mobile App",3.24,10.7,11.7,6.7,"Medium","Cloudy","None",0,125000,12000,"4.5","5","1",NA,"1",4,"Tuesday","Weekday","Early Morning",18.1682242990654,FALSE,3.24
"GB2025001967",2025-05-09 00:48:00,"Hanoi","GrabFood","Tourist",42,"Standard",1.6,"Cash","Mobile App",6.15,23,24.5,1.3,"Low","Clear","None",0,68000,13000,"4.1","4.0","1",NA,"1",0,"Friday","Weekday","Early Morning",16.0434782608696,FALSE,6.15
"GB2025001969",2025-12-16 07:26:00,"Da Nang","GrabFood","Corporate",54,"Preferred",1.1,"Moca Wallet","Mobile App",3.67,9.5,10,4.2,"Low","Clear","None",0,292000,21000,"4.3","3.5","1",NA,"2",7,"Tuesday","Weekday","Morning",23.1789473684211,FALSE,3.67
"GB2025001973",2025-10-31 10:42:00,"Hanoi","GrabFood","Working Professional",47,"High Performer",3.7,"Moca Wallet","Mobile App",3.43,13,16.9,4.1,"Low","Clear","FOOD20",4000,94000,9000,"4.7","4.3","1",NA,"0",10,"Friday","Weekday","Morning",15.8307692307692,FALSE,3.43
"GB2025001974",2025-11-30 15:15:00,"Da Nang","GrabFood","Frequent User",55,"Standard",0.3,"Moca Wallet","Mobile App",4.47,27.4,34.2,9.8,"High",NA,"None",0,71000,19000,"4.5","3.9","1",NA,"1",15,"Sunday","Weekend","Afternoon",9.78832116788321,FALSE,4.47
"GB2025001980",2025-06-08 14:21:00,"Da Nang","GrabFood","Family",51,"Preferred",3.1,"Cash","Mobile App",1.54,9.1,9.2,10.2,"High","Clear","None",0,70000,10000,"5.6","4.3","1",NA,"1",14,"Sunday","Weekend","Afternoon",10.1538461538462,FALSE,1.54
"GB2025001982",2025-11-23 12:59:00,"Da Nang","GrabFood","Family",52,"High Performer",5.8,"Cash","Mobile App",3.78,16.4,21.1,2,"Medium","Rain","WELCOME",4000,346000,23000,"4.2","4.4","1",NA,"2",12,"Sunday","Weekend","Lunch",13.8292682926829,FALSE,3.78
"GB2025001990",2025-02-20 09:37:00,"Da Nang","GrabFood","Student",61,"Standard",7.3,"Card","Mobile App",1.63,5.3,5.8,6.2,"Low","Clear","None",0,401000,12000,"4.8","5","1",NA,"1",9,"Thursday","Weekday","Morning",18.4528301886792,FALSE,1.63
"GB2025001993",2025-01-08 08:56:00,"Da Nang","GrabMart","Student",49,"Standard",0.6,"Card","Mobile App",2.66,14,16.8,5,"High","Cloudy","LOYALTY",4000,169000,14000,"4.5","4.2","1",NA,"1",8,"Wednesday","Weekday","Morning",11.4,FALSE,2.66
"GB2025001994",2025-08-30 01:10:00,"Hanoi","GrabFood","Student",37,"New",2.5,"Cash","Mobile App",2.39,10.7,9.1,1.3,"Low","Clear","WELCOME",2000,392000,19000,"4.1","4.4","1",NA,"1",1,"Saturday","Weekend","Early Morning",13.4018691588785,FALSE,2.39
"GB2025001995",2025-06-15 14:41:00,"Hanoi","GrabFood","Working Professional",43,"New",0.8,"Card","Mobile App",7.87,28.8,26.1,2.6,"Medium","Cloudy","WELCOME",11000,368000,26000,"4.8","4.0","1",NA,"2",14,"Sunday","Weekend","Afternoon",16.3958333333333,FALSE,7.87
"GB2025001996",2025-10-10 15:25:00,"Da Nang","GrabFood","Corporate",20,"Preferred",1.8,"Cash","Mobile App",6.38,21.2,27.3,1.8,"Low","Cloudy","WEEKEND",10000,91000,5000,"4.3","5","1",NA,"0",15,"Friday","Weekday","Afternoon",18.0566037735849,FALSE,6.38
"GB2025001999",2025-04-27 20:49:00,"Ho Chi Minh City","GrabMart","Corporate",51,"High Performer",2.7,"Cash","Mobile App",6.8,27.2,34.2,4.2,"High","Rain","None",0,347000,23000,"3.9","4.6","1",NA,"2",20,"Sunday","Weekend","Evening",15,FALSE,6.8
"GB2025002005",2025-05-29 09:27:00,"Ho Chi Minh City","GrabFood","Frequent User",45,"Standard",1.2,"Cash","Mobile App",1.95,4.9,5.1,7.1,"Low","Cloudy","None",0,261000,25000,NA,NA,"0","Long wait time","0",9,"Thursday","Weekday","Morning",23.8775510204082,FALSE,1.95
"GB2025002013",2025-12-09 13:34:00,"Can Tho","GrabFood","Frequent User",56,"New",1,"Card","Mobile App",NA,2.4,NA,2.7,"Low","Cloudy","None",0,417000,14000,"5","4.3","1",NA,"1",13,"Tuesday","Weekday","Lunch",NA,NA,NA
"GB2025002019",2025-09-13 19:03:00,"Bien Hoa","GrabFood","Student",40,"Standard",2.9,"Card","Mobile App",2.95,14.3,16.6,8.3,"Medium","Clear","None",0,426000,39000,"4.8","4.4","1",NA,"3",19,"Saturday","Weekend","Evening",12.3776223776224,FALSE,2.95
"GB2025002040",2025-05-20 15:51:00,"Ho Chi Minh City","GrabFood","Family",54,"Preferred",2,"Cash","Mobile App",3.15,8.5,9.4,12.9,"Medium","Rain","None",0,389000,39000,"4.5","4.1","1",NA,"3",15,"Tuesday","Weekday","Afternoon",22.2352941176471,FALSE,3.15
"GB2025002047",2025-10-28 17:34:00,"Bien Hoa","GrabFood","Family",27,"New",2.1,"Cash","Web Booking",2.17,15.5,13.2,15.4,"Severe","Clear","LOYALTY",4000,122000,12000,"5","5","1",NA,"1",17,"Tuesday","Weekday","Evening",8.4,FALSE,2.17
"GB2025002051",2025-02-23 19:28:00,"Hanoi","GrabMart","Tourist",46,"High Performer",7.1,"Cash","Mobile App",2.56,12,10.7,6.7,"Medium","Cloudy","None",0,350000,19000,"4.2","4.3","1",NA,"1",19,"Sunday","Weekend","Evening",12.8,FALSE,2.56
"GB2025002054",2025-05-24 19:51:00,"Ho Chi Minh City","GrabFood","Family",22,"High Performer",4.2,"Moca Wallet","Mobile App",3.7,22,25.9,14.8,"High",NA,"LOYALTY",6000,417000,32000,"4.2","4.3","1",NA,"3",19,"Saturday","Weekend","Evening",10.0909090909091,FALSE,3.7
"GB2025002055",2025-10-22 22:02:00,"Ho Chi Minh City","GrabFood","Family",48,"New",5.1,"Cash","Mobile App",3.86,20.9,18.2,2.1,"Medium","Cloudy","None",0,113000,18000,"3.8","5","1",NA,"1",22,"Wednesday","Weekday","Night",11.0813397129187,FALSE,3.86
"GB2025002056",2025-05-18 19:00:00,"Hanoi","GrabMart","Student",61,"Preferred",4,"Card","Mobile App",0.71,2.8,3.7,13.5,"Severe","Cloudy","None",0,399000,25000,"5","4.1","1",NA,"2",19,"Sunday","Weekend","Evening",15.2142857142857,FALSE,0.71
"GB2025002059",2025-10-26 15:49:00,"Nha Trang","GrabFood","Family",55,"Standard",1.1,"Card","Mobile App",0.8,2.1,2.8,9.4,"Low","Heavy Rain","None",0,420000,22000,"4.8","4.1","1",NA,"2",15,"Sunday","Weekend","Afternoon",22.8571428571429,FALSE,0.8
"GB2025002061",2025-01-04 06:43:00,"Can Tho","GrabMart","Corporate",60,"New",1.2,"Card","Mobile App",0.99,2.8,3.1,4.4,"Medium","Clear","None",0,48000,8000,NA,"5","1",NA,"0",6,"Saturday","Weekend","Morning",21.2142857142857,FALSE,0.99
"GB2025002063",2025-08-24 06:26:00,"Hanoi","GrabFood","Family",49,"High Performer",4.2,"Cash","Mobile App",1.96,8.7,8.7,5.3,"Severe","Clear","None",0,419000,27000,"4.3","5.0","1",NA,"2",6,"Sunday","Weekend","Morning",13.5172413793103,FALSE,1.96
"GB2025002065",2025-05-02 21:26:00,"Ho Chi Minh City","GrabFood","Family",33,"High Performer",1.9,"Corporate Account","Mobile App",2.2,7.2,7.1,6.8,"High","Cloudy","None",0,350000,21000,"4.6","4.9","1",NA,"2",21,"Friday","Weekday","Night",18.3333333333333,FALSE,2.2
"GB2025002066",2025-02-19 10:20:00,"Hue","GrabFood","Frequent User",29,"High Performer",2,"Cash","Mobile App",7.87,21.8,26.9,4.4,"Low","Cloudy",NA,8000,125000,11000,"5","4.4","1",NA,"1",10,"Wednesday","Weekday","Morning",21.6605504587156,FALSE,7.87
"GB2025002068",2025-09-14 06:08:00,"Da Nang","GrabFood","Student",50,"High Performer",1.4,"Card","Mobile App",1.08,6.1,6.1,6.8,"High","Cloudy","None",0,220000,22000,"4.4","5","1",NA,"2",6,"Sunday","Weekend","Morning",10.6229508196721,FALSE,1.08
"GB2025002077",2025-02-12 19:20:00,"Ho Chi Minh City","GrabFood","Tourist",38,"Standard",4.3,"Corporate Account","Mobile App",0.85,2.4,2.4,1.3,"Low","Clear","RIDE10",1000,295000,19000,"4.7","4.2","1",NA,"1",19,"Wednesday","Weekday","Evening",21.25,FALSE,0.85
"GB2025002085",2025-03-29 02:58:00,"Ho Chi Minh City","GrabMart","Frequent User",46,"Standard",2.9,"Card","Mobile App",4.56,12.3,11.3,7,"Low","Clear","None",0,316000,17000,"4.3","4.2","1",NA,"1",2,"Saturday","Weekend","Early Morning",22.2439024390244,FALSE,4.56
"GB2025002086",2025-11-15 15:41:00,"Ho Chi Minh City","GrabFood","Tourist",57,"High Performer",5.8,"Corporate Account","Mobile App",3.36,13.5,13.4,3.2,"Low","Clear","None",0,48000,11000,"5","4.4","1",NA,"1",15,"Saturday","Weekend","Afternoon",14.9333333333333,FALSE,3.36
"GB2025002090",2025-05-22 07:06:00,"Ho Chi Minh City","GrabFood","Student",49,"High Performer",0.4,"Cash","Mobile App",3.47,14.2,15.5,4.2,"High","Rain","None",0,63000,16000,"4.5","4.5","1",NA,"1",7,"Thursday","Weekday","Morning",14.6619718309859,FALSE,3.47
"GB2025002093",2025-08-22 11:49:00,"Bien Hoa","GrabMart","Corporate",45,"New",3.4,"Cash","Mobile App",12.05,31.9,40.6,4.5,"Low","Clear","WEEKEND",12000,229000,14000,"4.7","5","1",NA,"1",11,"Friday","Weekday","Lunch",22.6645768025078,FALSE,12.05
"GB2025002109",2025-09-20 00:04:00,"Ho Chi Minh City","GrabFood","Tourist",47,"Preferred",2.1,"Cash","Mobile App",5.23,21.2,21.5,7.7,"Medium","Rain","WEEKEND",4000,397000,23000,"5","3.4","1",NA,"2",0,"Saturday","Weekend","Early Morning",14.8018867924528,FALSE,5.23
"GB2025002112",2025-10-23 10:14:00,"Ho Chi Minh City","GrabFood","Student",48,"Standard",3.4,"Card","Mobile App",3.06,13.1,16.2,4.6,"High","Clear","None",0,351000,36000,"4.4","4.2","1",NA,"3",10,"Thursday","Weekday","Morning",14.0152671755725,FALSE,3.06
"GB2025002115",2025-08-26 22:15:00,"Da Nang","GrabMart","Frequent User",51,"Standard",2.7,"Cash","Mobile App",1.42,7.5,8.9,3.8,"Medium","Clear","MART15",4000,160000,7000,"5","4.9","1",NA,"0",22,"Tuesday","Weekday","Night",11.36,FALSE,1.42
"GB2025002118",2025-03-31 19:48:00,"Ho Chi Minh City","GrabFood","Frequent User",25,"High Performer",1.1,"Cash","Mobile App",3.04,14.1,18.6,4.5,"Medium","Clear","WEEKEND",5000,182000,17000,"4.6","4.8","1",NA,"1",19,"Monday","Weekday","Evening",12.936170212766,FALSE,3.04
"GB2025002120",2025-04-29 06:55:00,"Nha Trang","GrabFood","Corporate",39,"Standard",3.5,"Moca Wallet","Mobile App",12.58,48,50.1,7.7,"Medium","Clear","None",0,344000,48000,"3.7","4.6","1",NA,"4",6,"Tuesday","Weekday","Morning",15.725,FALSE,12.58
"GB2025002122",2025-09-12 09:27:00,"Ho Chi Minh City","GrabMart","Working Professional",62,"Preferred",0.3,"Moca Wallet","Mobile App",1.48,4.9,6.3,3.6,"Medium","Cloudy","None",0,228000,20000,"4.9","4.0","1",NA,"2",9,"Friday","Weekday","Morning",18.1224489795918,FALSE,1.48
"GB2025002124",2025-12-30 19:50:00,"Nha Trang","GrabFood","Family",40,"Preferred",0.7,"Moca Wallet","Mobile App",3.83,14.1,18.4,5.4,"Low","Cloudy","LOYALTY",3000,394000,36000,"4.2","4.6","1",NA,"3",19,"Tuesday","Weekday","Evening",16.2978723404255,FALSE,3.83
"GB2025002134",2025-04-17 05:01:00,"Hanoi","GrabFood","Tourist",32,"New",6.8,"Cash","Mobile App",4.65,23.6,30.1,9.4,"Medium","Rain","None",0,339000,23000,"4.7","4.1","1",NA,"2",5,"Thursday","Weekday","Early Morning",11.8220338983051,FALSE,4.65
"GB2025002136",2025-12-12 08:44:00,"Can Tho","GrabMart","Working Professional",19,"Preferred",1.7,"Card","Partner App",2.28,8,9.9,6.6,"Medium","Clear","WEEKEND",5000,65000,7000,"4.8","4.6","1",NA,"0",8,"Friday","Weekday","Morning",17.1,FALSE,2.28
"GB2025002142",2025-03-21 06:01:00,"Hanoi","GrabMart","Working Professional",52,"Preferred",4.7,"Card","Mobile App",5.8,17.9,16.7,2.9,"Medium","Clear","RIDE10",5000,262000,30000,"4.4","4.6","1",NA,"3",6,"Friday","Weekday","Morning",19.4413407821229,FALSE,5.8
"GB2025002143",2025-05-23 03:24:00,"Ho Chi Minh City","GrabFood","Family",45,"New",8.3,"Cash","Partner App",3.23,14.5,15.8,4.4,"High","Clear","None",0,402000,33000,"4.9","4.2","1",NA,"3",3,"Friday","Weekday","Early Morning",13.3655172413793,FALSE,3.23
"GB2025002155",2025-06-30 07:10:00,"Bien Hoa","GrabFood","Family",38,"New",5.6,"Cash","Mobile App",1.14,7.2,6.3,11.3,"High","Clear","WEEKEND",1000,275000,24000,"4.4","4.7","1",NA,"2",7,"Monday","Weekday","Morning",9.5,FALSE,1.14
"GB2025002156",2025-01-24 13:39:00,"Da Nang","GrabMart","Family",48,"New",1.9,"Cash","Mobile App",9.96,49.1,47.4,2.7,"Medium","Cloudy","LOYALTY",12000,67000,14000,"4.5","4.1","1",NA,"1",13,"Friday","Weekday","Lunch",12.1710794297352,FALSE,9.96
"GB2025002157",2025-10-16 10:43:00,"Hanoi","GrabFood","Family",39,"New",0.1,"Corporate Account","Mobile App",1.69,6.4,6,7.8,"High","Clear","None",0,294000,25000,"4.1","3.8","1",NA,"2",10,"Thursday","Weekday","Morning",15.84375,FALSE,1.69
"GB2025002162",2025-04-24 12:15:00,"Bien Hoa","GrabFood","Frequent User",23,"Preferred",4.6,"Cash","Mobile App",3.19,12.7,11.7,1.5,"Medium","Cloudy","None",0,47000,10000,NA,NA,"0","Payment issue","0",12,"Thursday","Weekday","Lunch",15.0708661417323,FALSE,3.19
"GB2025002163",2025-08-24 19:45:00,"Hanoi","GrabMart","Student",NA,"New",1.1,"Cash","Mobile App",4.99,23.7,21.1,3.9,"Low","Clear","RIDE10",4000,120000,15000,"5","4.4","1",NA,"1",19,"Sunday","Weekend","Evening",12.6329113924051,FALSE,4.99
"GB2025002174",2025-01-10 04:15:00,"Da Nang","GrabFood","Tourist",41,"New",3.4,"Moca Wallet","Mobile App",1.62,4.6,4.2,5.4,"Low","Rain","None",0,65000,10000,"4.2","5","1",NA,"1",4,"Friday","Weekday","Early Morning",21.1304347826087,FALSE,1.62
"GB2025002179",2025-10-10 01:26:00,"Da Nang","GrabFood","Corporate",24,"New",0.7,"Card","Partner App",0.57,2.4,3,5.4,"High","Cloudy","RIDE10",1000,76000,5000,NA,NA,"0","Customer changed mind","0",1,"Friday","Weekday","Early Morning",14.25,FALSE,0.57
"GB2025002181",2025-07-05 15:10:00,"Ho Chi Minh City","GrabMart","Working Professional",39,"Preferred",0.5,"Cash","Mobile App",0.96,4.2,4.9,5.7,"Low","Clear","None",0,114000,13000,"4.4","4.4","1",NA,"1",15,"Saturday","Weekend","Afternoon",13.7142857142857,FALSE,0.96
"GB2025002184",2025-07-09 20:14:00,"Bien Hoa","GrabMart","Corporate",28,"Preferred",1.6,"Card","Mobile App",6.56,21.7,19.7,4.4,"Low","Cloudy","None",0,299000,26000,"4.8","4.5","1",NA,"2",20,"Wednesday","Weekday","Evening",18.1382488479263,FALSE,6.56
